Move,Use_Percentage (%),Pokemon,Name
Fake Tears,15.749%,Alolan Ninetales,Fake Tears
Fake Tears,40.278%,Froslass,Fake Tears
Fake Tears,14.467%,Cinccino,Fake Tears
Fake Tears,16.543%,Zoroark,Fake Tears
Fake Tears,51.229%,Slurpuff,Fake Tears
Fake Tears,70.030%,Thievul,Fake Tears
Fake Tears,4.237%,Cofagrigus,Fake Tears
Fake Tears,9.984%,Salazzle,Fake Tears
Fake Tears,18.621%,Ninetales,Fake Tears
Fake Tears,15.254%,Ribombee,Fake Tears
Fake Tears,10.809%,Aromatisse,Fake Tears
Fake Tears,23.305%,Jolteon,Fake Tears
Electroweb,84.902%,Regieleki,Electroweb
Electroweb,16.444%,Thundurus Incarnate Forme,Electroweb
Electroweb,67.333%,Raichu,Electroweb
Electroweb,18.510%,Tapu Koko,Electroweb
Electroweb,10.282%,Thundurus Therian Forme,Electroweb
Electroweb,29.732%,Pikachu,Electroweb
Electroweb,79.314%,Heliolisk,Electroweb
Electroweb,22.414%,Xurkitree,Electroweb
Electroweb,32.737%,Mow Rotom,Electroweb
Electroweb,4.074%,Emolga,Electroweb
Electroweb,58.466%,Dedenne,Electroweb
Electroweb,88.152%,Galvantula,Electroweb
Thunderbolt,38.147%,Regieleki,Thunderbolt
Thunderbolt,22.150%,Thundurus Incarnate Forme,Thunderbolt
Thunderbolt,69.658%,Zapdos,Thunderbolt
Thunderbolt,98.385%,Heat Rotom,Thunderbolt
Thunderbolt,5.622%,Lugia,Thunderbolt
Thunderbolt,18.513%,Tapu Koko,Thunderbolt
Thunderbolt,49.534%,Thundurus Therian Forme,Thunderbolt
Thunderbolt,77.056%,Wash Rotom,Thunderbolt
Thunderbolt,40.154%,Pikachu,Thunderbolt
Thunderbolt,55.702%,Raikou,Thunderbolt
Thunderbolt,11.739%,Heliolisk,Thunderbolt
Thunderbolt,10.480%,Porygon-Z,Thunderbolt
Thunderbolt,7.871%,Latias,Thunderbolt
Thunderbolt,55.300%,Duraludon,Thunderbolt
Thunderbolt,81.457%,Vikavolt,Thunderbolt
Thunderbolt,50.185%,Boltund,Thunderbolt
Thunderbolt,24.751%,Goodra,Thunderbolt
Thunderbolt,50.410%,Xurkitree,Thunderbolt
Thunderbolt,82.700%,Mow Rotom,Thunderbolt
Thunderbolt,3.679%,Gengar,Thunderbolt
Thunderbolt,11.696%,Manectric,Thunderbolt
Thunderbolt,10.475%,Starmie,Thunderbolt
Thunderbolt,83.416%,Magnezone,Thunderbolt
Thunderbolt,99.008%,Frost Rotom,Thunderbolt
Thunderbolt,54.470%,Magneton,Thunderbolt
Thunderbolt,10.971%,Jolteon,Thunderbolt
Thunderbolt,24.691%,Wigglytuff,Thunderbolt
Thunderbolt,6.296%,Gardevoir,Thunderbolt
Thunderbolt,45.944%,Beheeyem,Thunderbolt
Thunderbolt,45.673%,Dragalge,Thunderbolt
Thunderbolt,93.107%,Fan Rotom,Thunderbolt
Bounce,36.589%,Regieleki,Bounce
Bounce,26.742%,Kingdra,Bounce
Bounce,75.287%,Seismitoad,Bounce
Bounce,80.270%,Cinderace,Bounce
Bounce,83.742%,Barraskewda,Bounce
Bounce,6.155%,Tsareena,Bounce
Bounce,72.574%,Gyarados,Bounce
Bounce,17.267%,Shiftry,Bounce
Bounce,76.306%,Cobalion,Bounce
Bounce,63.061%,Virizion,Bounce
Bounce,8.445%,Sharpedo,Bounce
Bounce,61.059%,Hitmonlee,Bounce
Wild Charge,34.983%,Regieleki,Wild Charge
Wild Charge,74.033%,Thundurus Incarnate Forme,Wild Charge
Wild Charge,34.579%,Solgaleo,Wild Charge
Wild Charge,6.365%,Arcanine,Wild Charge
Wild Charge,66.803%,Tapu Koko,Wild Charge
Wild Charge,99.837%,Klinklang,Wild Charge
Wild Charge,93.735%,Electivire,Wild Charge
Wild Charge,98.432%,Luxray,Wild Charge
Wild Charge,4.217%,Bouffalant,Wild Charge
Wild Charge,24.150%,Stoutland,Wild Charge
Wild Charge,6.628%,Dunsparce,Wild Charge
Volt Switch,29.405%,Regieleki,Volt Switch
Volt Switch,32.796%,Raichu,Volt Switch
Volt Switch,25.572%,Tapu Koko,Volt Switch
Volt Switch,19.345%,Thundurus Therian Forme,Volt Switch
Volt Switch,20.125%,Wash Rotom,Volt Switch
Volt Switch,6.914%,Pikachu,Volt Switch
Volt Switch,16.775%,Raikou,Volt Switch
Volt Switch,28.301%,Togedemaru,Volt Switch
Volt Switch,8.061%,Heliolisk,Volt Switch
Volt Switch,50.464%,Vikavolt,Volt Switch
Volt Switch,13.409%,Mow Rotom,Volt Switch
Volt Switch,29.041%,Alolan Raichu,Volt Switch
Volt Switch,33.833%,Emolga,Volt Switch
Volt Switch,5.294%,Charjabug,Volt Switch
Volt Switch,30.914%,Toxtricity Low Key Form,Volt Switch
Volt Switch,15.513%,Magnezone,Volt Switch
Volt Switch,17.272%,Magneton,Volt Switch
Volt Switch,32.355%,Jolteon,Volt Switch
Volt Switch,46.859%,Dedenne,Volt Switch
Assurance,24.911%,Regieleki,Assurance
Assurance,4.051%,Scyther,Assurance
Rising Voltage,21.208%,Regieleki,Rising Voltage
Rising Voltage,59.461%,Zekrom,Rising Voltage
Rising Voltage,8.926%,Thundurus Therian Forme,Rising Voltage
Rising Voltage,13.807%,Raikou,Rising Voltage
Rising Voltage,5.446%,Heliolisk,Rising Voltage
Rising Voltage,84.385%,Pincurchin,Rising Voltage
Rising Voltage,39.124%,Xurkitree,Rising Voltage
Rising Voltage,90.900%,Alolan Raichu,Rising Voltage
Rising Voltage,11.685%,Magnezone,Rising Voltage
Rising Voltage,36.896%,Magneton,Rising Voltage
Rising Voltage,38.965%,Jolteon,Rising Voltage
Rising Voltage,4.796%,Fan Rotom,Rising Voltage
Hyper Beam,20.250%,Regieleki,Hyper Beam
Hyper Beam,6.413%,Calyrex Shadow Rider,Hyper Beam
Hyper Beam,25.944%,Porygon2,Hyper Beam
Hyper Beam,16.830%,Xerneas,Hyper Beam
Hyper Beam,8.274%,White Kyurem,Hyper Beam
Hyper Beam,6.680%,Spectrier,Hyper Beam
Hyper Beam,60.189%,Regidrago,Hyper Beam
Hyper Beam,28.827%,Thundurus Therian Forme,Hyper Beam
Hyper Beam,12.109%,Inteleon,Hyper Beam
Hyper Beam,4.885%,Heliolisk,Hyper Beam
Hyper Beam,9.831%,Primarina,Hyper Beam
Hyper Beam,90.706%,Porygon-Z,Hyper Beam
Hyper Beam,19.625%,Appletun,Hyper Beam
Hyper Beam,35.918%,Xurkitree,Hyper Beam
Hyper Beam,43.523%,Drampa,Hyper Beam
Hyper Beam,27.528%,Sylveon,Hyper Beam
Hyper Beam,6.278%,Wigglytuff,Hyper Beam
Hyper Beam,13.168%,Tentacruel,Hyper Beam
Screech,12.164%,Regieleki,Screech
Screech,4.799%,Liepard,Screech
Screech,4.869%,Sceptile,Screech
Screech,41.487%,Thievul,Screech
Screech,9.294%,Perrserker,Screech
Screech,59.272%,Galvantula,Screech
Extreme Speed,5.350%,Regieleki,Extreme Speed
Extreme Speed,40.914%,Entei,Extreme Speed
Extreme Speed,13.041%,Rayquaza,Extreme Speed
Extreme Speed,4.210%,Arcanine,Extreme Speed
Extreme Speed,8.009%,Lucario,Extreme Speed
Extreme Speed,51.549%,Dragonite,Extreme Speed
Grassy Glide,99.878%,Rillaboom,Grassy Glide
Grassy Glide,28.867%,Tsareena,Grassy Glide
Grassy Glide,16.605%,Lurantis,Grassy Glide
Grassy Glide,41.392%,Dhelmise,Grassy Glide
Grassy Glide,13.247%,Virizion,Grassy Glide
Grassy Glide,14.005%,Flapple,Grassy Glide
Grassy Glide,29.647%,Sirfetch'd,Grassy Glide
Grassy Glide,50.633%,Gourgeist Small Size,Grassy Glide
Grassy Glide,12.489%,Tangrowth,Grassy Glide
Grassy Glide,21.413%,Decidueye,Grassy Glide
High Horsepower,62.281%,Rillaboom,High Horsepower
High Horsepower,81.641%,Calyrex Ice Rider,High Horsepower
High Horsepower,97.573%,Regigigas,High Horsepower
High Horsepower,92.386%,Mamoswine,High Horsepower
High Horsepower,99.988%,Glastrier,High Horsepower
High Horsepower,62.779%,Snorlax,High Horsepower
High Horsepower,11.555%,Stakataka,High Horsepower
High Horsepower,97.388%,Swampert,High Horsepower
High Horsepower,37.315%,Tyranitar,High Horsepower
High Horsepower,42.267%,Kingler,High Horsepower
High Horsepower,89.954%,Tapu Bulu,High Horsepower
High Horsepower,30.971%,Krookodile,High Horsepower
High Horsepower,50.366%,Excadrill,High Horsepower
High Horsepower,23.592%,Dracozolt,High Horsepower
High Horsepower,98.622%,Mudsdale,High Horsepower
High Horsepower,38.663%,Rhyperior,High Horsepower
High Horsepower,90.169%,Diggersby,High Horsepower
High Horsepower,5.646%,Conkeldurr,High Horsepower
High Horsepower,86.164%,Tauros,High Horsepower
High Horsepower,8.461%,Dugtrio,High Horsepower
High Horsepower,49.202%,Copperajah,High Horsepower
High Horsepower,61.767%,Hippowdon,High Horsepower
High Horsepower,85.370%,Bouffalant,High Horsepower
High Horsepower,80.172%,Sandaconda,High Horsepower
High Horsepower,14.035%,Miltank,High Horsepower
High Horsepower,9.408%,Heracross,High Horsepower
High Horsepower,8.536%,Bewear,High Horsepower
High Horsepower,15.551%,Poliwrath,High Horsepower
High Horsepower,80.024%,Golurk,High Horsepower
High Horsepower,67.397%,Steelix,High Horsepower
U Turn,48.902%,Rillaboom,U Turn
U Turn,18.237%,Landorus Therian Forme,U Turn
U Turn,12.535%,Urshifu Single Strike Style,U Turn
U Turn,15.795%,Urshifu Rapid Strike Style,U Turn
U Turn,22.434%,Pheromosa,U Turn
U Turn,63.756%,Tapu Koko,U Turn
U Turn,45.765%,Tsareena,U Turn
U Turn,58.343%,Darmanitan Galarian Standard Mode,U Turn
U Turn,9.284%,Galarian Moltres,U Turn
U Turn,93.126%,Scizor,U Turn
U Turn,88.110%,Darmanitan Standard Mode,U Turn
U Turn,11.099%,Corviknight,U Turn
U Turn,8.028%,Accelgor,U Turn
U Turn,21.801%,Crobat,U Turn
U Turn,5.378%,Hawlucha,U Turn
U Turn,2.711%,Lopunny,U Turn
U Turn,5.744%,Unfezant,U Turn
U Turn,21.987%,Perrserker,U Turn
U Turn,19.564%,Noivern,U Turn
U Turn,33.197%,Decidueye,U Turn
U Turn,51.630%,Scyther,U Turn
Wood Hammer,21.823%,Rillaboom,Wood Hammer
Wood Hammer,6.496%,Mimikyu,Wood Hammer
Wood Hammer,98.698%,Tapu Bulu,Wood Hammer
Wood Hammer,7.884%,Alolan Exeggutor,Wood Hammer
Wood Hammer,92.721%,Trevenant,Wood Hammer
Wood Hammer,30.949%,Abomasnow,Wood Hammer
Knock Off,9.280%,Rillaboom,Knock Off
Knock Off,25.383%,Escavalier,Knock Off
Knock Off,41.406%,Kingler,Knock Off
Knock Off,97.547%,Obstagoon,Knock Off
Knock Off,15.843%,Machamp,Knock Off
Knock Off,12.938%,Zoroark,Knock Off
Knock Off,54.860%,Sirfetch'd,Knock Off
Knock Off,49.485%,Gallade,Knock Off
Knock Off,78.569%,Tangrowth,Knock Off
Knock Off,66.303%,Crawdaunt,Knock Off
Knock Off,82.580%,Drapion,Knock Off
Knock Off,9.901%,Decidueye,Knock Off
Knock Off,40.541%,Passimian,Knock Off
Knock Off,74.209%,Lickilicky,Knock Off
Precipice Blades,99.792%,Groudon,Precipice Blades
Rock Slide,54.962%,Groudon,Rock Slide
Rock Slide,85.296%,Landorus Therian Forme,Rock Slide
Rock Slide,43.071%,Solgaleo,Rock Slide
Rock Slide,4.831%,Coalossal,Rock Slide
Rock Slide,7.469%,Zygarde Complete Forme,Rock Slide
Rock Slide,23.361%,Metagross,Rock Slide
Rock Slide,20.609%,Landorus Incarnate Forme,Rock Slide
Rock Slide,15.830%,Dusk Mane Necrozma,Rock Slide
Rock Slide,8.071%,Dracovish,Rock Slide
Rock Slide,47.446%,Darmanitan Galarian Standard Mode,Rock Slide
Rock Slide,65.492%,Stakataka,Rock Slide
Rock Slide,66.503%,Salamence,Rock Slide
Rock Slide,94.303%,Tyranitar,Rock Slide
Rock Slide,10.627%,Alolan Marowak,Rock Slide
Rock Slide,35.939%,Kingler,Rock Slide
Rock Slide,82.668%,Garchomp,Rock Slide
Rock Slide,54.858%,Krookodile,Rock Slide
Rock Slide,87.735%,Excadrill,Rock Slide
Rock Slide,26.575%,Shiftry,Rock Slide
Rock Slide,59.216%,Mudsdale,Rock Slide
Rock Slide,98.421%,Gigalith,Rock Slide
Rock Slide,6.855%,Dragonite,Rock Slide
Rock Slide,82.090%,Darmanitan Standard Mode,Rock Slide
Rock Slide,6.765%,Cradily,Rock Slide
Rock Slide,90.163%,Aerodactyl,Rock Slide
Rock Slide,27.165%,Kabutops,Rock Slide
Rock Slide,92.731%,Drednaw,Rock Slide
Rock Slide,52.657%,Rhyperior,Rock Slide
Rock Slide,72.119%,Stonjourner,Rock Slide
Rock Slide,49.671%,Diggersby,Rock Slide
Rock Slide,95.859%,Durant,Rock Slide
Rock Slide,16.533%,Conkeldurr,Rock Slide
Rock Slide,94.024%,Terrakion,Rock Slide
Rock Slide,25.308%,Black Kyurem,Rock Slide
Rock Slide,3.591%,Goodra,Rock Slide
Rock Slide,2.980%,Tauros,Rock Slide
Rock Slide,58.463%,Blissey,Rock Slide
Rock Slide,4.824%,Haxorus,Rock Slide
Rock Slide,13.994%,Runerigus,Rock Slide
Rock Slide,46.238%,Braviary,Rock Slide
Rock Slide,38.610%,Beartic,Rock Slide
Rock Slide,44.164%,Copperajah,Rock Slide
Rock Slide,27.756%,Hippowdon,Rock Slide
Rock Slide,32.533%,Arctozolt,Rock Slide
Rock Slide,14.781%,Gallade,Rock Slide
Rock Slide,13.138%,Malamar,Rock Slide
Rock Slide,54.998%,Lycanroc Dusk Form,Rock Slide
Rock Slide,9.618%,Bouffalant,Rock Slide
Rock Slide,64.103%,Sandaconda,Rock Slide
Rock Slide,66.684%,Miltank,Rock Slide
Rock Slide,65.246%,Heracross,Rock Slide
Rock Slide,43.329%,Falinks,Rock Slide
Rock Slide,14.736%,Flygon,Rock Slide
Rock Slide,82.689%,Crustle,Rock Slide
Rock Slide,3.997%,Dusknoir,Rock Slide
Rock Slide,5.009%,Drapion,Rock Slide
Rock Slide,25.316%,Passimian,Rock Slide
Rock Slide,98.209%,Lycanroc Midday Form,Rock Slide
Rock Slide,84.337%,Marowak,Rock Slide
Rock Slide,14.619%,Alolan Sandslash,Rock Slide
Rock Slide,27.997%,Poliwrath,Rock Slide
Rock Slide,27.303%,Lycanroc Midnight Form,Rock Slide
Rock Slide,31.395%,Hitmonlee,Rock Slide
Rock Slide,9.285%,Scolipede,Rock Slide
Rock Slide,53.596%,Dunsparce,Rock Slide
Rock Slide,70.676%,Sandslash,Rock Slide
Rock Slide,4.941%,Steelix,Rock Slide
Stone Edge,38.319%,Groudon,Stone Edge
Stone Edge,77.952%,Entei,Stone Edge
Stone Edge,64.116%,Landorus Incarnate Forme,Stone Edge
Stone Edge,8.980%,Dusk Mane Necrozma,Stone Edge
Stone Edge,8.282%,Dracovish,Stone Edge
Stone Edge,15.440%,Stakataka,Stone Edge
Stone Edge,4.129%,Tyranitar,Stone Edge
Stone Edge,9.070%,Tapu Bulu,Stone Edge
Stone Edge,69.793%,Kabutops,Stone Edge
Stone Edge,34.534%,Bisharp,Stone Edge
Stone Edge,20.304%,Rhyperior,Stone Edge
Stone Edge,11.132%,Giratina Altered Forme,Stone Edge
Stone Edge,5.870%,Terrakion,Stone Edge
Stone Edge,81.122%,Cobalion,Stone Edge
Stone Edge,85.961%,Machamp,Stone Edge
Stone Edge,25.702%,Virizion,Stone Edge
Stone Edge,10.927%,Beartic,Stone Edge
Stone Edge,9.037%,Copperajah,Stone Edge
Stone Edge,10.804%,Arctozolt,Stone Edge
Stone Edge,30.927%,Sandaconda,Stone Edge
Stone Edge,12.366%,Heracross,Stone Edge
Stone Edge,16.930%,Crustle,Stone Edge
Stone Edge,82.050%,Lycanroc Midnight Form,Stone Edge
Stone Edge,20.389%,Hitmonlee,Stone Edge
Heavy Slam,36.446%,Groudon,Heavy Slam
Heavy Slam,7.257%,Calyrex Ice Rider,Heavy Slam
Heavy Slam,26.864%,Celesteela,Heavy Slam
Heavy Slam,77.675%,Glastrier,Heavy Slam
Heavy Slam,43.846%,Mudsdale,Heavy Slam
Heavy Slam,56.707%,Stonjourner,Heavy Slam
Heavy Slam,5.333%,Beartic,Heavy Slam
Heavy Slam,17.714%,Copperajah,Heavy Slam
Heavy Slam,10.092%,Flapple,Heavy Slam
Fire Punch,32.270%,Groudon,Fire Punch
Fire Punch,3.947%,Tyranitar,Fire Punch
Fire Punch,17.822%,Dragonite,Fire Punch
Fire Punch,9.128%,Obstagoon,Fire Punch
Fire Punch,6.307%,Rhyperior,Fire Punch
Fire Punch,8.860%,Conkeldurr,Fire Punch
Fire Punch,11.956%,Goodra,Fire Punch
Fire Punch,8.050%,Hawlucha,Fire Punch
Fire Punch,3.944%,Lopunny,Fire Punch
Fire Punch,6.326%,Miltank,Fire Punch
Fire Punch,25.177%,Dusknoir,Fire Punch
Fire Punch,97.474%,Druddigon,Fire Punch
Fire Punch,43.000%,Marowak,Fire Punch
Fire Punch,8.256%,Lycanroc Midnight Form,Fire Punch
Fire Punch,13.139%,Lickilicky,Fire Punch
Heat Crash,29.673%,Groudon,Heat Crash
Heat Crash,28.138%,Copperajah,Heat Crash
Swords Dance,29.073%,Groudon,Swords Dance
Swords Dance,37.344%,Landorus Therian Forme,Swords Dance
Swords Dance,10.328%,Calyrex Ice Rider,Swords Dance
Swords Dance,32.483%,Rayquaza,Swords Dance
Swords Dance,19.905%,Dusk Mane Necrozma,Swords Dance
Swords Dance,18.215%,Garchomp,Swords Dance
Swords Dance,21.000%,Aegislash Shield Forme,Swords Dance
Swords Dance,24.619%,Bisharp,Swords Dance
Swords Dance,28.332%,Rhyperior,Swords Dance
Swords Dance,13.270%,Hawlucha,Swords Dance
Swords Dance,16.359%,Virizion,Swords Dance
Swords Dance,15.488%,Golisopod,Swords Dance
Swords Dance,23.176%,Lycanroc Dusk Form,Swords Dance
Swords Dance,11.444%,Decidueye,Swords Dance
Swords Dance,18.968%,Lycanroc Midday Form,Swords Dance
Swords Dance,50.120%,Scyther,Swords Dance
Swords Dance,28.469%,Alolan Sandslash,Swords Dance
Swords Dance,9.443%,Lycanroc Midnight Form,Swords Dance
Swords Dance,9.263%,Lickilicky,Swords Dance
Swords Dance,13.862%,Scolipede,Swords Dance
Giga Impact,6.494%,Groudon,Giga Impact
Giga Impact,15.590%,Kartana,Giga Impact
Giga Impact,99.433%,Regigigas,Giga Impact
Giga Impact,5.451%,Snorlax,Giga Impact
Giga Impact,9.842%,Kangaskhan,Giga Impact
Giga Impact,48.102%,Diggersby,Giga Impact
Giga Impact,5.547%,Tauros,Giga Impact
Giga Impact,21.270%,Braviary,Giga Impact
Giga Impact,5.245%,Bouffalant,Giga Impact
Giga Impact,52.864%,Stoutland,Giga Impact
Rock Tomb,6.127%,Groudon,Rock Tomb
Rock Tomb,9.178%,Landorus Therian Forme,Rock Tomb
Rock Tomb,8.265%,Mienshao,Rock Tomb
Rock Tomb,73.229%,Lucario,Rock Tomb
Rock Tomb,24.578%,Stonjourner,Rock Tomb
Rock Tomb,21.944%,Hawlucha,Rock Tomb
Rock Tomb,81.401%,Haxorus,Rock Tomb
Bulldoze,4.949%,Groudon,Bulldoze
Bulldoze,6.471%,Landorus Therian Forme,Bulldoze
Bulldoze,20.967%,Entei,Bulldoze
Bulldoze,38.715%,Spectrier,Bulldoze
Bulldoze,4.828%,Hydreigon,Bulldoze
Bulldoze,7.123%,Salamence,Bulldoze
Bulldoze,53.102%,Raikou,Bulldoze
Bulldoze,37.996%,Dracozolt,Bulldoze
Bulldoze,6.854%,Sceptile,Bulldoze
Bulldoze,73.229%,Lucario,Bulldoze
Bulldoze,26.147%,Altaria,Bulldoze
Bulldoze,8.696%,Latias,Bulldoze
Bulldoze,9.989%,Alolan Exeggutor,Bulldoze
Bulldoze,9.952%,Aerodactyl,Bulldoze
Bulldoze,31.605%,Conkeldurr,Bulldoze
Bulldoze,8.124%,Terrakion,Bulldoze
Bulldoze,5.395%,Runerigus,Bulldoze
Bulldoze,3.655%,Sharpedo,Bulldoze
Bulldoze,47.886%,Galarian Slowbro,Bulldoze
Bulldoze,11.003%,Claydol,Bulldoze
Bulldoze,4.726%,Flygon,Bulldoze
Bulldoze,11.792%,Dusknoir,Bulldoze
Bulldoze,19.081%,Lickilicky,Bulldoze
Bulldoze,9.736%,Scolipede,Bulldoze
Bulldoze,61.897%,Sandslash,Bulldoze
Astral Barrage,99.995%,Calyrex Shadow Rider,Astral Barrage
Expanding Force,44.349%,Calyrex Shadow Rider,Expanding Force
Expanding Force,86.470%,Indeedee Female,Expanding Force
Expanding Force,99.251%,Indeedee Male,Expanding Force
Expanding Force,4.804%,Dusk Mane Necrozma,Expanding Force
Expanding Force,36.195%,Mewtwo,Expanding Force
Expanding Force,84.501%,Hatterene,Expanding Force
Expanding Force,72.610%,Slowking,Expanding Force
Expanding Force,28.995%,Galarian Articuno,Expanding Force
Expanding Force,70.231%,Slowbro,Expanding Force
Expanding Force,54.489%,Oranguru,Expanding Force
Expanding Force,5.188%,Exeggutor,Expanding Force
Expanding Force,54.430%,Espeon,Expanding Force
Expanding Force,93.056%,Alolan Raichu,Expanding Force
Expanding Force,99.281%,Alakazam,Expanding Force
Expanding Force,79.794%,Starmie,Expanding Force
Expanding Force,93.646%,Galarian Slowbro,Expanding Force
Expanding Force,20.237%,Claydol,Expanding Force
Expanding Force,81.611%,Reuniclus,Expanding Force
Expanding Force,12.082%,Wigglytuff,Expanding Force
Expanding Force,95.954%,Gardevoir,Expanding Force
Expanding Force,83.206%,Sigilyph,Expanding Force
Expanding Force,73.762%,Orbeetle,Expanding Force
Expanding Force,93.324%,Beheeyem,Expanding Force
Will O Wisp,42.417%,Calyrex Shadow Rider,Will O Wisp
Will O Wisp,19.226%,Dusclops,Will O Wisp
Will O Wisp,98.913%,Weezing,Will O Wisp
Will O Wisp,11.722%,Lunala,Will O Wisp
Will O Wisp,86.776%,Sableye,Will O Wisp
Will O Wisp,79.992%,Mimikyu,Will O Wisp
Will O Wisp,56.661%,Heat Rotom,Will O Wisp
Will O Wisp,48.470%,Dragapult,Will O Wisp
Will O Wisp,89.432%,Spectrier,Will O Wisp
Will O Wisp,89.474%,Arcanine,Will O Wisp
Will O Wisp,22.672%,Volcarona,Will O Wisp
Will O Wisp,51.275%,Talonflame,Will O Wisp
Will O Wisp,45.424%,Wash Rotom,Will O Wisp
Will O Wisp,93.353%,Galarian Weezing,Will O Wisp
Will O Wisp,9.800%,Moltres,Will O Wisp
Will O Wisp,95.559%,Drifblim,Will O Wisp
Will O Wisp,51.433%,Froslass,Will O Wisp
Will O Wisp,20.549%,Jellicent,Will O Wisp
Will O Wisp,19.273%,Giratina Altered Forme,Will O Wisp
Will O Wisp,43.491%,Mow Rotom,Will O Wisp
Will O Wisp,6.350%,Gengar,Will O Wisp
Will O Wisp,8.306%,Runerigus,Will O Wisp
Will O Wisp,35.701%,Cofagrigus,Will O Wisp
Will O Wisp,25.717%,Ninetales,Will O Wisp
Will O Wisp,24.603%,Gourgeist Small Size,Will O Wisp
Will O Wisp,13.490%,Frost Rotom,Will O Wisp
Will O Wisp,25.925%,Polteageist,Will O Wisp
Will O Wisp,78.352%,Gourgeist Super Size,Will O Wisp
Will O Wisp,78.589%,Galarian Corsola,Will O Wisp
Mud Shot,26.909%,Calyrex Shadow Rider,Mud Shot
Mud Shot,6.835%,Spectrier,Mud Shot
Mud Shot,6.824%,Milotic,Mud Shot
Mud Shot,70.091%,Slowbro,Mud Shot
Mud Shot,36.583%,Vikavolt,Mud Shot
Mud Shot,16.404%,Thievul,Mud Shot
Mud Shot,2.635%,Galarian Slowbro,Mud Shot
Psyshock,18.397%,Calyrex Shadow Rider,Psyshock
Psyshock,10.628%,Tapu Lele,Psyshock
Psyshock,47.127%,Meowstic Male,Psyshock
Psyshock,8.727%,Latias,Psyshock
Psyshock,23.744%,Cresselia,Psyshock
Psyshock,40.793%,Mime Galarian Mr. Mime,Psyshock
Psyshock,14.009%,Reuniclus,Psyshock
Leaf Storm,17.106%,Calyrex Shadow Rider,Leaf Storm
Leaf Storm,61.615%,Venusaur,Leaf Storm
Leaf Storm,41.766%,Ludicolo,Leaf Storm
Leaf Storm,78.914%,Sceptile,Leaf Storm
Leaf Storm,6.399%,Lurantis,Leaf Storm
Leaf Storm,17.410%,Alolan Exeggutor,Leaf Storm
Leaf Storm,20.560%,Abomasnow,Leaf Storm
Leaf Storm,99.954%,Mow Rotom,Leaf Storm
Leaf Storm,46.244%,Lilligant,Leaf Storm
Leaf Storm,91.298%,Roserade,Leaf Storm
Leaf Storm,51.925%,Tangrowth,Leaf Storm
Leaf Storm,19.655%,Decidueye,Leaf Storm
Leaf Storm,39.806%,Maractus,Leaf Storm
Trick Room,10.284%,Calyrex Shadow Rider,Trick Room
Trick Room,10.418%,Whimsicott,Trick Room
Trick Room,80.271%,Calyrex Ice Rider,Trick Room
Trick Room,66.273%,Palkia,Trick Room
Trick Room,89.721%,Porygon2,Trick Room
Trick Room,34.785%,Dialga,Trick Room
Trick Room,99.720%,Dusclops,Trick Room
Trick Room,81.709%,Lunala,Trick Room
Trick Room,90.227%,Mimikyu,Trick Room
Trick Room,26.848%,Gothitelle,Trick Room
Trick Room,89.100%,Bronzong,Trick Room
Trick Room,81.248%,Indeedee Male,Trick Room
Trick Room,61.193%,Comfey,Trick Room
Trick Room,98.313%,Dawn Wings Necrozma,Trick Room
Trick Room,67.440%,Dusk Mane Necrozma,Trick Room
Trick Room,6.541%,Meowstic Male,Trick Room
Trick Room,93.105%,Stakataka,Trick Room
Trick Room,13.580%,Mewtwo,Trick Room
Trick Room,76.270%,Klinklang,Trick Room
Trick Room,84.068%,Hatterene,Trick Room
Trick Room,86.098%,Slowking,Trick Room
Trick Room,70.209%,Galarian Articuno,Trick Room
Trick Room,74.327%,Slowbro,Trick Room
Trick Room,94.086%,Oranguru,Trick Room
Trick Room,17.683%,Nihilego,Trick Room
Trick Room,73.539%,Chandelure,Trick Room
Trick Room,41.094%,Porygon-Z,Trick Room
Trick Room,97.280%,Jellicent,Trick Room
Trick Room,99.562%,Alolan Exeggutor,Trick Room
Trick Room,5.117%,Trevenant,Trick Room
Trick Room,71.706%,Cresselia,Trick Room
Trick Room,98.937%,Mr. Rime,Trick Room
Trick Room,31.653%,Gengar,Trick Room
Trick Room,46.119%,Espeon,Trick Room
Trick Room,87.217%,Runerigus,Trick Room
Trick Room,31.882%,Alakazam,Trick Room
Trick Room,97.278%,Cofagrigus,Trick Room
Trick Room,13.289%,Starmie,Trick Room
Trick Room,34.985%,Mr. Mime,Trick Room
Trick Room,27.514%,Gallade,Trick Room
Trick Room,74.028%,Gourgeist Small Size,Trick Room
Trick Room,68.450%,Malamar,Trick Room
Trick Room,82.873%,Galarian Slowbro,Trick Room
Trick Room,99.680%,Aromatisse,Trick Room
Trick Room,97.989%,Gourgeist Super Size,Trick Room
Trick Room,86.003%,Claydol,Trick Room
Trick Room,94.054%,Reuniclus,Trick Room
Trick Room,91.525%,Dusknoir,Trick Room
Trick Room,84.948%,Gardevoir,Trick Room
Trick Room,87.535%,Sigilyph,Trick Room
Trick Room,75.249%,Orbeetle,Trick Room
Trick Room,14.673%,Beheeyem,Trick Room
Trick Room,91.199%,Mime Jr.,Trick Room
Trick Room,99.986%,Gourgeist Large Size,Trick Room
Energy Ball,7.051%,Calyrex Shadow Rider,Energy Ball
Energy Ball,38.249%,Whimsicott,Energy Ball
Energy Ball,13.322%,Tapu Lele,Energy Ball
