,Ability,Pokemon,Hidden
899,Keen Eye,swanna,False
900,Keen Eye,rufflet,False
901,Keen Eye,braviary,False
902,Keen Eye,espurr,False
903,Keen Eye,meowstic-male,False
904,Keen Eye,pikipek,False
905,Keen Eye,trumbeak,False
906,Keen Eye,toucannon,False
907,Keen Eye,rockruff,False
908,Keen Eye,lycanroc-midday,False
909,Keen Eye,rookidee,False
910,Keen Eye,corvisquire,False
911,Keen Eye,meowstic-female,False
912,Keen Eye,lycanroc-midnight,False
913,Klutz,buneary,False
914,Klutz,lopunny,False
915,Klutz,woobat,False
916,Klutz,swoobat,False
917,Klutz,audino,True
918,Klutz,golett,False
919,Klutz,golurk,False
920,Klutz,stufful,False
921,Klutz,bewear,False
922,Klutz,toxel,True
923,Leaf Guard,tangela,False
924,Leaf Guard,chikorita,True
925,Leaf Guard,bayleef,True
926,Leaf Guard,meganium,True
927,Leaf Guard,hoppip,False
928,Leaf Guard,skiploom,False
929,Leaf Guard,jumpluff,False
930,Leaf Guard,roselia,True
931,Leaf Guard,budew,True
932,Leaf Guard,tangrowth,False
933,Leaf Guard,leafeon,False
934,Leaf Guard,swadloon,False
935,Leaf Guard,petilil,True
936,Leaf Guard,lilligant,True
937,Leaf Guard,fomantis,False
938,Leaf Guard,lurantis,False
939,Leaf Guard,bounsweet,False
940,Leaf Guard,steenee,False
941,Leaf Guard,tsareena,False
942,Leaf Guard,zarude,False
943,Leaf Guard,lurantis-totem,False
944,Leaf Guard,zarude-dada,False
945,Levitate,gastly,False
946,Levitate,haunter,False
947,Levitate,koffing,False
948,Levitate,weezing,False
949,Levitate,misdreavus,False
950,Levitate,unown,False
951,Levitate,vibrava,False
952,Levitate,flygon,False
953,Levitate,lunatone,False
954,Levitate,solrock,False
955,Levitate,baltoy,False
956,Levitate,claydol,False
957,Levitate,duskull,False
958,Levitate,chimecho,False
959,Levitate,latias,False
960,Levitate,latios,False
961,Levitate,mismagius,False
962,Levitate,chingling,False
963,Levitate,bronzor,False
964,Levitate,bronzong,False
965,Levitate,carnivine,False
966,Levitate,rotom,False
967,Levitate,uxie,False
968,Levitate,mesprit,False
969,Levitate,azelf,False
970,Levitate,cresselia,False
971,Levitate,tynamo,False
972,Levitate,eelektrik,False
973,Levitate,eelektross,False
974,Levitate,cryogonal,False
975,Levitate,hydreigon,False
976,Levitate,vikavolt,False
977,Levitate,giratina-origin,False
978,Levitate,rotom-heat,False
979,Levitate,rotom-wash,False
980,Levitate,rotom-frost,False
981,Levitate,rotom-fan,False
982,Levitate,rotom-mow,False
983,Levitate,latias-mega,False
984,Levitate,latios-mega,False
985,Levitate,vikavolt-totem,False
986,Levitate,weezing-galar,False
987,Libero,scorbunny,True
988,Libero,raboot,True
989,Libero,cinderace,True
990,Libero,cinderace-gmax,True
991,Light Metal,scizor,True
992,Light Metal,beldum,True
993,Light Metal,metang,True
994,Light Metal,metagross,True
995,Light Metal,registeel,True
996,Light Metal,duraludon,False
997,Light Metal,duraludon-gmax,False
998,Lightning Rod,pikachu,True
999,Lightning Rod,raichu,True
1000,Lightning Rod,cubone,False
1001,Lightning Rod,marowak,False
1002,Lightning Rod,rhyhorn,False
1003,Lightning Rod,rhydon,False
1004,Lightning Rod,goldeen,True
1005,Lightning Rod,seaking,True
1006,Lightning Rod,pichu,True
1007,Lightning Rod,electrike,False
1008,Lightning Rod,manectric,False
1009,Lightning Rod,plusle,True
1010,Lightning Rod,rhyperior,False
1011,Lightning Rod,blitzle,False
1012,Lightning Rod,zebstrika,False
1013,Lightning Rod,togedemaru,False
1014,Lightning Rod,pincurchin,False
1015,Lightning Rod,sceptile-mega,False
1016,Lightning Rod,pikachu-rock-star,True
1017,Lightning Rod,pikachu-belle,True
1018,Lightning Rod,pikachu-pop-star,True
1019,Lightning Rod,pikachu-phd,True
1020,Lightning Rod,pikachu-libre,True
1021,Lightning Rod,pikachu-cosplay,True
1022,Lightning Rod,pikachu-original-cap,True
1023,Lightning Rod,pikachu-hoenn-cap,True
1024,Lightning Rod,pikachu-sinnoh-cap,True
1025,Lightning Rod,pikachu-unova-cap,True
1026,Lightning Rod,pikachu-kalos-cap,True
1027,Lightning Rod,pikachu-alola-cap,True
1028,Lightning Rod,marowak-alola,False
1029,Lightning Rod,pikachu-partner-cap,True
1030,Lightning Rod,marowak-totem,False
1031,Lightning Rod,togedemaru-totem,False
1032,Lightning Rod,pikachu-starter,True
1033,Lightning Rod,pikachu-world-cap,True
1034,Lightning Rod,pikachu-gmax,True
1035,Limber,persian,False
1036,Limber,hitmonlee,False
1037,Limber,ditto,False
1038,Limber,buneary,True
1039,Limber,lopunny,True
1040,Limber,glameow,False
1041,Limber,purrloin,False
1042,Limber,liepard,False
1043,Limber,stunfisk,False
1044,Limber,hawlucha,False
1045,Limber,mareanie,False
1046,Limber,toxapex,False
1047,Limber,clobbopus,False
1048,Limber,grapploct,False
1049,Liquid Ooze,tentacool,False
1050,Liquid Ooze,tentacruel,False
1051,Liquid Ooze,gulpin,False
1052,Liquid Ooze,swalot,False
1053,Liquid Voice,popplio,True
1054,Liquid Voice,brionne,True
1055,Liquid Voice,primarina,True
1056,Long Reach,rowlet,True
1057,Long Reach,dartrix,True
1058,Long Reach,decidueye,True
1059,Magic Bounce,natu,True
1060,Magic Bounce,xatu,True
1061,Magic Bounce,espeon,True
1062,Magic Bounce,hatenna,True
1063,Magic Bounce,hattrem,True
1064,Magic Bounce,hatterene,True
1065,Magic Bounce,absol-mega,False
1066,Magic Bounce,sableye-mega,False
1067,Magic Bounce,diancie-mega,False
1068,Magic Bounce,hatterene-gmax,True
1069,Magic Guard,clefairy,False
1070,Magic Guard,clefable,False
1071,Magic Guard,abra,True
1072,Magic Guard,kadabra,True
1073,Magic Guard,alakazam,True
1074,Magic Guard,cleffa,False
1075,Magic Guard,sigilyph,False
1076,Magic Guard,solosis,False
1077,Magic Guard,duosion,False
1078,Magic Guard,reuniclus,False
1079,Magician,fennekin,True
1080,Magician,braixen,True
1081,Magician,delphox,True
1082,Magician,klefki,True
1083,Magician,hoopa,False
1084,Magician,hoopa-unbound,False
1085,Magma Armor,slugma,False
1086,Magma Armor,magcargo,False
1087,Magma Armor,camerupt,False
1088,Magnet Pull,magnemite,False
1089,Magnet Pull,magneton,False
1090,Magnet Pull,nosepass,False
1091,Magnet Pull,magnezone,False
1092,Magnet Pull,probopass,False
1093,Magnet Pull,meltan,False
1094,Magnet Pull,geodude-alola,False
1095,Magnet Pull,graveler-alola,False
1096,Magnet Pull,golem-alola,False
1097,Marvel Scale,dratini,True
1098,Marvel Scale,dragonair,True
1099,Marvel Scale,milotic,False
1100,Mega Launcher,clauncher,False
1101,Mega Launcher,clawitzer,False
1102,Mega Launcher,blastoise-mega,False
1103,Merciless,mareanie,False
1104,Merciless,toxapex,False
1105,Mimicry,stunfisk-galar,False
1106,Minus,electrike,True
1107,Minus,manectric,True
1108,Minus,minun,False
1109,Minus,klink,False
1110,Minus,klang,False
1111,Minus,klinklang,False
1112,Minus,toxtricity-low-key,False
1113,Minus,toxtricity-low-key-gmax,False
1114,Mirror Armor,corviknight,True
1115,Mirror Armor,corviknight-gmax,True
1116,Misty Surge,tapu-fini,False
1117,Misty Surge,weezing-galar,True
1118,Mold Breaker,pinsir,False
1119,Mold Breaker,cranidos,False
1120,Mold Breaker,rampardos,False
1121,Mold Breaker,drilbur,True
1122,Mold Breaker,excadrill,True
1123,Mold Breaker,throh,True
1124,Mold Breaker,sawk,True
1125,Mold Breaker,basculin-red-striped,True
1126,Mold Breaker,axew,False
1127,Mold Breaker,fraxure,False
1128,Mold Breaker,haxorus,False
1129,Mold Breaker,druddigon,True
1130,Mold Breaker,pancham,False
1131,Mold Breaker,pangoro,False
1132,Mold Breaker,hawlucha,True
1133,Mold Breaker,basculin-blue-striped,True
1134,Mold Breaker,gyarados-mega,False
1135,Mold Breaker,ampharos-mega,False
1136,Moody,remoraid,True
1137,Moody,octillery,True
1138,Moody,smeargle,True
1139,Moody,snorunt,True
1140,Moody,glalie,True
1141,Moody,bidoof,True
1142,Moody,bibarel,True
1143,Motor Drive,electivire,False
1144,Motor Drive,blitzle,False
1145,Motor Drive,zebstrika,False
1146,Motor Drive,emolga,True
1147,Moxie,pinsir,True
1148,Moxie,gyarados,True
1149,Moxie,heracross,True
1150,Moxie,mightyena,True
1151,Moxie,salamence,True
1152,Moxie,honchkrow,True
1153,Moxie,sandile,False
1154,Moxie,krokorok,False
1155,Moxie,krookodile,False
1156,Moxie,scraggy,False
1157,Moxie,scrafty,False
1158,Moxie,litleo,True
1159,Moxie,pyroar,True
1160,Multiscale,dragonite,True
1161,Multiscale,lugia,True
1162,Multitype,arceus,False
1163,Mummy,yamask,False
1164,Mummy,cofagrigus,False
1165,Natural Cure,chansey,False
1166,Natural Cure,staryu,False
1167,Natural Cure,starmie,False
1168,Natural Cure,corsola,False
1169,Natural Cure,blissey,False
1170,Natural Cure,celebi,False
1171,Natural Cure,roselia,False
1172,Natural Cure,swablu,False
1173,Natural Cure,altaria,False
1174,Natural Cure,budew,False
1175,Natural Cure,roserade,False
1176,Natural Cure,happiny,False
1177,Natural Cure,shaymin-land,False
1178,Natural Cure,phantump,False
1179,Natural Cure,trevenant,False
1180,Natural Cure,comfey,True
1181,Neuroforce,necrozma-ultra,False
1182,Neutralizing Gas,koffing,False
1183,Neutralizing Gas,weezing,False
1184,Neutralizing Gas,weezing-galar,False
1185,No Guard,machop,False
1186,No Guard,machoke,False
1187,No Guard,machamp,False
1188,No Guard,karrablast,True
1189,No Guard,golett,True
1190,No Guard,golurk,True
1191,No Guard,honedge,False
1192,No Guard,doublade,False
1193,No Guard,pidgeot-mega,False
1194,No Guard,lycanroc-midnight,True
1195,No Guard,machamp-gmax,False
1196,Normalize,skitty,False
1197,Normalize,delcatty,False
1198,Oblivious,slowpoke,False
1199,Oblivious,slowbro,False
1200,Oblivious,lickitung,False
1201,Oblivious,jynx,False
1202,Oblivious,slowking,False
1203,Oblivious,swinub,False
1204,Oblivious,piloswine,False
1205,Oblivious,smoochum,False
1206,Oblivious,illumise,False
1207,Oblivious,wailmer,False
1208,Oblivious,wailord,False
1209,Oblivious,numel,False
1210,Oblivious,barboach,False
1211,Oblivious,whiscash,False
1212,Oblivious,feebas,False
1213,Oblivious,spheal,True
1214,Oblivious,sealeo,True
1215,Oblivious,walrein,True
1216,Oblivious,lickilicky,False
1217,Oblivious,mamoswine,False
1218,Oblivious,salandit,True
1219,Oblivious,salazzle,True
1220,Oblivious,bounsweet,False
1221,Oblivious,steenee,False
1222,Oblivious,salazzle-totem,True
1223,Overcoat,shellder,True
1224,Overcoat,cloyster,True
1225,Overcoat,pineco,True
1226,Overcoat,forretress,True
1227,Overcoat,shelgon,True
1228,Overcoat,burmy,True
1229,Overcoat,wormadam-plant,True
1230,Overcoat,sewaddle,True
1231,Overcoat,swadloon,True
1232,Overcoat,leavanny,True
1233,Overcoat,solosis,False
1234,Overcoat,duosion,False
1235,Overcoat,reuniclus,False
1236,Overcoat,escavalier,True
1237,Overcoat,shelmet,True
1238,Overcoat,vullaby,False
1239,Overcoat,mandibuzz,False
1240,Overcoat,jangmo-o,True
1241,Overcoat,hakamo-o,True
1242,Overcoat,kommo-o,True
1243,Overcoat,wormadam-sandy,True
1244,Overcoat,wormadam-trash,True
1245,Overcoat,kommo-o-totem,True
1246,Overgrow,bulbasaur,False
1247,Overgrow,ivysaur,False
1248,Overgrow,venusaur,False
1249,Overgrow,chikorita,False
1250,Overgrow,bayleef,False
1251,Overgrow,meganium,False
1252,Overgrow,treecko,False
1253,Overgrow,grovyle,False
1254,Overgrow,sceptile,False
1255,Overgrow,turtwig,False
1256,Overgrow,grotle,False
1257,Overgrow,torterra,False
1258,Overgrow,snivy,False
1259,Overgrow,servine,False
1260,Overgrow,serperior,False
1261,Overgrow,pansage,True
1262,Overgrow,simisage,True
1263,Overgrow,chespin,False
1264,Overgrow,quilladin,False
1265,Overgrow,chesnaught,False
1266,Overgrow,rowlet,False
1267,Overgrow,dartrix,False
1268,Overgrow,decidueye,False
1269,Overgrow,grookey,False
1270,Overgrow,thwackey,False
1271,Overgrow,rillaboom,False
1272,Overgrow,venusaur-gmax,False
1273,Overgrow,rillaboom-gmax,False
1274,Own Tempo,slowpoke,False
1275,Own Tempo,slowbro,False
1276,Own Tempo,lickitung,False
1277,Own Tempo,slowking,False
1278,Own Tempo,smeargle,False
1279,Own Tempo,lotad,True
1280,Own Tempo,lombre,True
1281,Own Tempo,ludicolo,True
1282,Own Tempo,numel,True
1283,Own Tempo,spoink,False
1284,Own Tempo,grumpig,False
1285,Own Tempo,spinda,False
1286,Own Tempo,glameow,False
1287,Own Tempo,purugly,False
1288,Own Tempo,lickilicky,False
1289,Own Tempo,petilil,False
1290,Own Tempo,lilligant,False
1291,Own Tempo,espurr,True
1292,Own Tempo,bergmite,False
1293,Own Tempo,avalugg,False
1294,Own Tempo,mudbray,False
1295,Own Tempo,mudsdale,False
1296,Own Tempo,rockruff-own-tempo,False
1297,Own Tempo,slowpoke-galar,False
1298,Own Tempo,slowbro-galar,False
1299,Own Tempo,slowking-galar,False
1300,Own Tempo,indeedee-female,False
1301,Parental Bond,kangaskhan-mega,False
1302,Pastel Veil,ponyta-galar,False
1303,Pastel Veil,rapidash-galar,False
1304,Perish Body,cursola,True
1305,Pickpocket,sneasel,True
1306,Pickpocket,seedot,True
1307,Pickpocket,nuzleaf,True
1308,Pickpocket,shiftry,True
1309,Pickpocket,weavile,True
1310,Pickpocket,binacle,True
1311,Pickpocket,barbaracle,True
1312,Pickpocket,impidimp,True
1313,Pickpocket,morgrem,True
1314,Pickpocket,grimmsnarl,True
1315,Pickpocket,grimmsnarl-gmax,True
1316,Pickup,meowth,False
1317,Pickup,aipom,False
1318,Pickup,teddiursa,False
1319,Pickup,phanpy,False
1320,Pickup,zigzagoon,False
1321,Pickup,linoone,False
1322,Pickup,pachirisu,False
1323,Pickup,ambipom,False
1324,Pickup,munchlax,False
1325,Pickup,lillipup,False
1326,Pickup,bunnelby,False
1327,Pickup,diggersby,False
1328,Pickup,dedenne,False
1329,Pickup,pumpkaboo-average,False
1330,Pickup,gourgeist-average,False
1331,Pickup,pikipek,True
1332,Pickup,trumbeak,True
1333,Pickup,pumpkaboo-small,False
1334,Pickup,pumpkaboo-large,False
1335,Pickup,pumpkaboo-super,False
1336,Pickup,gourgeist-small,False
1337,Pickup,gourgeist-large,False
1338,Pickup,gourgeist-super,False
1339,Pickup,meowth-alola,False
1340,Pickup,meowth-galar,False
1341,Pickup,zigzagoon-galar,False
1342,Pickup,linoone-galar,False
1343,Pickup,meowth-gmax,False
1344,Pixilate,sylveon,True
1345,Pixilate,gardevoir-mega,False
1346,Pixilate,altaria-mega,False
1347,Plus,mareep,True
1348,Plus,flaaffy,True
1349,Plus,ampharos,True
1350,Plus,plusle,False
1351,Plus,klink,False
1352,Plus,klang,False
1353,Plus,klinklang,False
1354,Plus,dedenne,True
1355,Plus,toxtricity-amped,False
1356,Plus,toxtricity-amped-gmax,False
1357,Poison Heal,shroomish,False
1358,Poison Heal,breloom,False
1359,Poison Heal,gliscor,True
1360,Poison Point,nidoran-f,False
1361,Poison Point,nidorina,False
1362,Poison Point,nidoqueen,False
1363,Poison Point,nidoran-m,False
1364,Poison Point,nidorino,False
1365,Poison Point,nidoking,False
1366,Poison Point,seadra,False
1367,Poison Point,qwilfish,False
1368,Poison Point,roselia,False
1369,Poison Point,budew,False
1370,Poison Point,roserade,False
1371,Poison Point,venipede,False
1372,Poison Point,whirlipede,False
1373,Poison Point,scolipede,False
1374,Poison Point,skrelp,False
1375,Poison Point,dragalge,False
1376,Poison Touch,grimer,True
1377,Poison Touch,muk,True
1378,Poison Touch,croagunk,True
1379,Poison Touch,toxicroak,True
1380,Poison Touch,seismitoad,False
1381,Poison Touch,skrelp,False
1382,Poison Touch,dragalge,False
1383,Poison Touch,grimer-alola,False
1384,Poison Touch,muk-alola,False
1385,Power Construct,zygarde-10-power-construct,False
1386,Power Construct,zygarde-50-power-construct,False
1387,Power Construct,zygarde-complete,False
1388,Power Of Alchemy,grimer-alola,True
1389,Power Of Alchemy,muk-alola,True
1390,Power Spot,stonjourner,False
1391,Prankster,murkrow,True
1392,Prankster,sableye,True
1393,Prankster,volbeat,True
1394,Prankster,illumise,True
1395,Prankster,riolu,True
1396,Prankster,purrloin,True
1397,Prankster,liepard,True
1398,Prankster,cottonee,False
1399,Prankster,whimsicott,False
1400,Prankster,tornadus-incarnate,False
1401,Prankster,thundurus-incarnate,False
1402,Prankster,meowstic-male,True
1403,Prankster,klefki,False
1404,Prankster,impidimp,False
1405,Prankster,morgrem,False
1406,Prankster,grimmsnarl,False
1407,Prankster,banette-mega,False
1408,Prankster,grimmsnarl-gmax,False
1409,Pressure,aerodactyl,False
1410,Pressure,articuno,False
1411,Pressure,zapdos,False
1412,Pressure,moltres,False
1413,Pressure,mewtwo,False
1414,Pressure,raikou,False
1415,Pressure,entei,False
1416,Pressure,suicune,False
1417,Pressure,lugia,False
1418,Pressure,ho-oh,False
1419,Pressure,wailmer,True
1420,Pressure,wailord,True
1421,Pressure,dusclops,False
1422,Pressure,absol,False
1423,Pressure,deoxys-normal,False
1424,Pressure,vespiquen,False
1425,Pressure,spiritomb,False
1426,Pressure,weavile,False
1427,Pressure,dusknoir,False
1428,Pressure,dialga,False
1429,Pressure,palkia,False
1430,Pressure,giratina-altered,False
1431,Pressure,pawniard,True
1432,Pressure,bisharp,True
1433,Pressure,kyurem,False
1434,Pressure,corviknight,False
1435,Pressure,eternatus,False
1436,Pressure,deoxys-attack,False
1437,Pressure,deoxys-defense,False
1438,Pressure,deoxys-speed,False
1439,Pressure,eternatus-eternamax,False
1440,Pressure,corviknight-gmax,False
1441,Primordial Sea,kyogre-primal,False
1442,Prism Armor,necrozma,False
1443,Prism Armor,necrozma-dusk,False
1444,Prism Armor,necrozma-dawn,False
1445,Propeller Tail,arrokuda,True
1446,Propeller Tail,barraskewda,True
1447,Protean,kecleon,True
1448,Protean,froakie,True
1449,Protean,frogadier,True
1450,Protean,greninja,True
1451,Psychic Surge,tapu-lele,False
1452,Psychic Surge,indeedee-male,True
1453,Psychic Surge,indeedee-female,True
1454,Punk Rock,toxtricity-amped,False
1455,Punk Rock,toxtricity-low-key,False
1456,Punk Rock,toxtricity-amped-gmax,False
1457,Punk Rock,toxtricity-low-key-gmax,False
1458,Pure Power,meditite,False
1459,Pure Power,medicham,False
1460,Pure Power,medicham-mega,False
1461,Queenly Majesty,tsareena,False
1462,Quick Draw,slowbro-galar,False
1463,Quick Feet,jolteon,True
1464,Quick Feet,granbull,False
1465,Quick Feet,teddiursa,False
1466,Quick Feet,ursaring,False
1467,Quick Feet,poochyena,False
1468,Quick Feet,mightyena,False
1469,Quick Feet,zigzagoon,True
1470,Quick Feet,linoone,True
1471,Quick Feet,shroomish,True
1472,Quick Feet,zigzagoon-galar,True
1473,Quick Feet,linoone-galar,True
1474,Rain Dish,squirtle,True
1475,Rain Dish,wartortle,True
1476,Rain Dish,blastoise,True
1477,Rain Dish,tentacool,True
1478,Rain Dish,tentacruel,True
1479,Rain Dish,lotad,False
1480,Rain Dish,lombre,False
1481,Rain Dish,ludicolo,False
1482,Rain Dish,wingull,True
1483,Rain Dish,pelipper,True
1484,Rain Dish,surskit,True
1485,Rain Dish,morelull,True
1486,Rain Dish,shiinotic,True
1487,Rain Dish,blastoise-gmax,True
1488,Rattled,magikarp,True
1489,Rattled,ledyba,True
1490,Rattled,sudowoodo,True
1491,Rattled,dunsparce,True
1492,Rattled,snubbull,True
1493,Rattled,granbull,True
1494,Rattled,poochyena,True
1495,Rattled,whismur,True
1496,Rattled,clamperl,True
1497,Rattled,bonsly,True
1498,Rattled,cubchoo,True
1499,Rattled,yamper,True
1500,Rattled,toxel,False
1501,Rattled,meowth-alola,True
1502,Rattled,persian-alola,True
1503,Receiver,passimian,False
1504,Reckless,hitmonlee,False
1505,Reckless,rhyhorn,True
1506,Reckless,rhydon,True
1507,Reckless,starly,True
1508,Reckless,staravia,True
1509,Reckless,staraptor,True
1510,Reckless,rhyperior,True
1511,Reckless,emboar,True
1512,Reckless,basculin-red-striped,False
1513,Reckless,mienfoo,True
1514,Reckless,mienshao,True
1515,Reckless,bouffalant,False
1516,Reckless,obstagoon,False
1517,Refrigerate,amaura,False
1518,Refrigerate,aurorus,False
1519,Refrigerate,glalie-mega,False
1520,Regenerator,slowpoke,True
1521,Regenerator,slowbro,True
1522,Regenerator,tangela,True
1523,Regenerator,slowking,True
1524,Regenerator,corsola,True
1525,Regenerator,ho-oh,True
1526,Regenerator,tangrowth,True
1527,Regenerator,audino,False
1528,Regenerator,solosis,True
1529,Regenerator,duosion,True
1530,Regenerator,reuniclus,True
1531,Regenerator,foongus,True
1532,Regenerator,amoonguss,True
1533,Regenerator,alomomola,True
1534,Regenerator,mienfoo,False
1535,Regenerator,mienshao,False
1536,Regenerator,mareanie,True
1537,Regenerator,toxapex,True
1538,Regenerator,gossifleur,False
1539,Regenerator,eldegoss,False
1540,Regenerator,tornadus-therian,False
1541,Regenerator,slowpoke-galar,True
1542,Regenerator,slowbro-galar,True
1543,Regenerator,slowking-galar,True
1544,Ripen,applin,False
1545,Ripen,flapple,False
1546,Ripen,appletun,False
1547,Ripen,flapple-gmax,False
1548,Ripen,appletun-gmax,False
1549,Rivalry,nidoran-f,False
1550,Rivalry,nidorina,False
1551,Rivalry,nidoqueen,False
1552,Rivalry,nidoran-m,False
1553,Rivalry,nidorino,False
1554,Rivalry,nidoking,False
1555,Rivalry,beautifly,True
1556,Rivalry,shinx,False
1557,Rivalry,luxio,False
1558,Rivalry,luxray,False
1559,Rivalry,pidove,True
1560,Rivalry,tranquill,True
1561,Rivalry,unfezant,True
1562,Rivalry,axew,False
1563,Rivalry,fraxure,False
1564,Rivalry,haxorus,False
1565,Rivalry,litleo,False
1566,Rivalry,pyroar,False
1567,Rks System,silvally,False
1568,Rock Head,geodude,False
1569,Rock Head,graveler,False
1570,Rock Head,golem,False
1571,Rock Head,onix,False
1572,Rock Head,cubone,False
1573,Rock Head,marowak,False
1574,Rock Head,rhyhorn,False
1575,Rock Head,rhydon,False
1576,Rock Head,aerodactyl,False
1577,Rock Head,sudowoodo,False
1578,Rock Head,steelix,False
1579,Rock Head,aron,False
1580,Rock Head,lairon,False
1581,Rock Head,aggron,False
1582,Rock Head,relicanth,False
1583,Rock Head,bagon,False
1584,Rock Head,shelgon,False
1585,Rock Head,bonsly,False
1586,Rock Head,tyrantrum,True
1587,Rock Head,basculin-blue-striped,False
1588,Rock Head,marowak-alola,True
1589,Rock Head,marowak-totem,True
1590,Rough Skin,carvanha,False
1591,Rough Skin,sharpedo,False
1592,Rough Skin,gible,True
1593,Rough Skin,gabite,True
1594,Rough Skin,garchomp,True
1595,Rough Skin,druddigon,False
1596,Run Away,caterpie,True
1597,Run Away,weedle,True
1598,Run Away,rattata,False
1599,Run Away,raticate,False
1600,Run Away,oddish,True
1601,Run Away,venonat,True
1602,Run Away,ponyta,False
1603,Run Away,rapidash,False
1604,Run Away,doduo,False
1605,Run Away,dodrio,False
1606,Run Away,eevee,False
1607,Run Away,sentret,False
1608,Run Away,furret,False
1609,Run Away,aipom,False
1610,Run Away,dunsparce,False
1611,Run Away,snubbull,False
1612,Run Away,poochyena,False
1613,Run Away,wurmple,True
1614,Run Away,nincada,True
1615,Run Away,kricketot,True
1616,Run Away,pachirisu,False
1617,Run Away,buneary,False
1618,Run Away,patrat,False
1619,Run Away,lillipup,True
1620,Run Away,nickit,False
1621,Run Away,thievul,False
1622,Run Away,wooloo,False
1623,Run Away,eevee-starter,False
1624,Run Away,ponyta-galar,False
1625,Run Away,rapidash-galar,False
1626,Run Away,eevee-gmax,False
1627,Sand Force,diglett,True
1628,Sand Force,dugtrio,True
1629,Sand Force,nosepass,True
1630,Sand Force,shellos,True
1631,Sand Force,gastrodon,True
1632,Sand Force,hippopotas,True
1633,Sand Force,hippowdon,True
1634,Sand Force,probopass,True
1635,Sand Force,roggenrola,True
1636,Sand Force,boldore,True
1637,Sand Force,gigalith,True
1638,Sand Force,drilbur,False
1639,Sand Force,excadrill,False
1640,Sand Force,landorus-incarnate,False
1641,Sand Force,garchomp-mega,False
1642,Sand Force,steelix-mega,False
1643,Sand Force,diglett-alola,True
1644,Sand Force,dugtrio-alola,True
1645,Sand Rush,sandshrew,True
1646,Sand Rush,sandslash,True
1647,Sand Rush,herdier,False
1648,Sand Rush,stoutland,False
1649,Sand Rush,drilbur,False
1650,Sand Rush,excadrill,False
1651,Sand Rush,lycanroc-midday,False
1652,Sand Rush,dracozolt,True
1653,Sand Rush,dracovish,True
1654,Sand Spit,silicobra,False
1655,Sand Spit,sandaconda,False
1656,Sand Spit,sandaconda-gmax,False
1657,Sand Stream,tyranitar,False
1658,Sand Stream,hippopotas,False
1659,Sand Stream,hippowdon,False
1660,Sand Stream,gigalith,False
1661,Sand Stream,tyranitar-mega,False
1662,Sand Veil,sandshrew,False
1663,Sand Veil,sandslash,False
1664,Sand Veil,diglett,False
1665,Sand Veil,dugtrio,False
1666,Sand Veil,geodude,True
1667,Sand Veil,graveler,True
1668,Sand Veil,golem,True
1669,Sand Veil,gligar,False
1670,Sand Veil,phanpy,True
1671,Sand Veil,donphan,True
1672,Sand Veil,larvitar,True
1673,Sand Veil,cacnea,False
1674,Sand Veil,cacturne,False
1675,Sand Veil,gible,False
1676,Sand Veil,gabite,False
1677,Sand Veil,garchomp,False
1678,Sand Veil,gliscor,False
1679,Sand Veil,stunfisk,True
1680,Sand Veil,helioptile,False
1681,Sand Veil,heliolisk,False
1682,Sand Veil,sandygast,True
1683,Sand Veil,palossand,True
1684,Sand Veil,silicobra,True
1685,Sand Veil,sandaconda,True
1686,Sand Veil,diglett-alola,False
1687,Sand Veil,dugtrio-alola,False
1688,Sand Veil,sandaconda-gmax,True
1689,Sap Sipper,marill,True
1690,Sap Sipper,azumarill,True
1691,Sap Sipper,girafarig,True
1692,Sap Sipper,stantler,True
1693,Sap Sipper,miltank,True
1694,Sap Sipper,azurill,True
1695,Sap Sipper,blitzle,True
1696,Sap Sipper,zebstrika,True
1697,Sap Sipper,deerling,False
1698,Sap Sipper,sawsbuck,False
1699,Sap Sipper,bouffalant,False
1700,Sap Sipper,skiddo,False
1701,Sap Sipper,gogoat,False
1702,Sap Sipper,goomy,False
1703,Sap Sipper,sliggoo,False
1704,Sap Sipper,goodra,False
1705,Sap Sipper,drampa,False
1706,Schooling,wishiwashi-solo,False
1707,Schooling,wishiwashi-school,False
1708,Scrappy,kangaskhan,False
1709,Scrappy,miltank,False
1710,Scrappy,taillow,True
1711,Scrappy,swellow,True
1712,Scrappy,loudred,True
1713,Scrappy,exploud,True
1714,Scrappy,herdier,True
1715,Scrappy,stoutland,True
1716,Scrappy,pancham,True
1717,Scrappy,pangoro,True
1718,Scrappy,sirfetchd,True
1719,Scrappy,lopunny-mega,False
1720,Scrappy,farfetchd-galar,True
1721,Screen Cleaner,mr-rime,False
1722,Screen Cleaner,mr-mime-galar,False
1723,Serene Grace,chansey,False
1724,Serene Grace,togepi,False
1725,Serene Grace,togetic,False
1726,Serene Grace,dunsparce,False
1727,Serene Grace,blissey,False
1728,Serene Grace,jirachi,False
1729,Serene Grace,happiny,False
1730,Serene Grace,togekiss,False
1731,Serene Grace,deerling,True
1732,Serene Grace,sawsbuck,True
1733,Serene Grace,meloetta-aria,False
1734,Serene Grace,shaymin-sky,False
1735,Serene Grace,meloetta-pirouette,False
1736,Shadow Shield,lunala,False
1737,Shadow Tag,wobbuffet,False
1738,Shadow Tag,wynaut,False
1739,Shadow Tag,gothita,True
1740,Shadow Tag,gothorita,True
