,Move,UsePercentage,Pokemon,Name
604,Foul Play,17.150,Shiftry,Foul Play
605,Foul Play,95.490,Toxicroak,Foul Play
606,Foul Play,13.299,Porygon-Z,Foul Play
607,Foul Play,24.454,Klefki,Foul Play
608,Foul Play,62.585,Mandibuzz,Foul Play
609,Foul Play,42.228,Scrafty,Foul Play
610,Foul Play,99.644,Diggersby,Foul Play
611,Foul Play,23.157,Thievul,Foul Play
612,Scary Face,34.624,Grimmsnarl,Scary Face
613,Scary Face,14.578,Thundurus Incarnate Forme,Scary Face
614,Scary Face,26.494,Drapion,Scary Face
615,Trick,32.650,Grimmsnarl,Trick
616,Trick,4.837,Calyrex Shadow Rider,Trick
617,Trick,20.679,Sableye,Trick
618,Trick,16.369,Indeedee Male,Trick
619,Trick,16.273,Meowstic Male,Trick
620,Trick,64.784,Blacephalon,Trick
621,Trick,22.267,Espeon,Trick
622,Trick,16.646,Starmie,Trick
623,Trick,4.564,Gallade,Trick
624,Trick,11.083,Frost Rotom,Trick
625,Fake Tears,17.558,Grimmsnarl,Fake Tears
626,Fake Tears,7.076,Whimsicott,Fake Tears
627,Fake Tears,55.942,Liepard,Fake Tears
628,Fake Tears,68.219,Weavile,Fake Tears
629,Fake Tears,82.176,Alolan Persian,Fake Tears
630,Fake Tears,15.749,Alolan Ninetales,Fake Tears
631,Fake Tears,40.278,Froslass,Fake Tears
632,Fake Tears,14.467,Cinccino,Fake Tears
633,Fake Tears,16.543,Zoroark,Fake Tears
634,Fake Tears,51.229,Slurpuff,Fake Tears
635,Fake Tears,70.030,Thievul,Fake Tears
636,Fake Tears,4.237,Cofagrigus,Fake Tears
637,Fake Tears,9.984,Salazzle,Fake Tears
638,Fake Tears,18.621,Ninetales,Fake Tears
639,Fake Tears,15.254,Ribombee,Fake Tears
640,Fake Tears,10.809,Aromatisse,Fake Tears
641,Fake Tears,23.305,Jolteon,Fake Tears
642,Electroweb,84.902,Regieleki,Electroweb
643,Electroweb,16.444,Thundurus Incarnate Forme,Electroweb
644,Electroweb,67.333,Raichu,Electroweb
645,Electroweb,18.510,Tapu Koko,Electroweb
646,Electroweb,10.282,Thundurus Therian Forme,Electroweb
647,Electroweb,29.732,Pikachu,Electroweb
648,Electroweb,79.314,Heliolisk,Electroweb
649,Electroweb,22.414,Xurkitree,Electroweb
650,Electroweb,32.737,Mow Rotom,Electroweb
651,Electroweb,4.074,Emolga,Electroweb
652,Electroweb,58.466,Dedenne,Electroweb
653,Electroweb,88.152,Galvantula,Electroweb
654,Thunderbolt,38.147,Regieleki,Thunderbolt
655,Thunderbolt,22.150,Thundurus Incarnate Forme,Thunderbolt
656,Thunderbolt,69.658,Zapdos,Thunderbolt
657,Thunderbolt,98.385,Heat Rotom,Thunderbolt
658,Thunderbolt,5.622,Lugia,Thunderbolt
659,Thunderbolt,18.513,Tapu Koko,Thunderbolt
660,Thunderbolt,49.534,Thundurus Therian Forme,Thunderbolt
661,Thunderbolt,77.056,Wash Rotom,Thunderbolt
662,Thunderbolt,40.154,Pikachu,Thunderbolt
663,Thunderbolt,55.702,Raikou,Thunderbolt
664,Thunderbolt,11.739,Heliolisk,Thunderbolt
665,Thunderbolt,10.480,Porygon-Z,Thunderbolt
666,Thunderbolt,7.871,Latias,Thunderbolt
667,Thunderbolt,55.300,Duraludon,Thunderbolt
668,Thunderbolt,81.457,Vikavolt,Thunderbolt
669,Thunderbolt,50.185,Boltund,Thunderbolt
670,Thunderbolt,24.751,Goodra,Thunderbolt
671,Thunderbolt,50.410,Xurkitree,Thunderbolt
672,Thunderbolt,82.700,Mow Rotom,Thunderbolt
673,Thunderbolt,3.679,Gengar,Thunderbolt
674,Thunderbolt,11.696,Manectric,Thunderbolt
675,Thunderbolt,10.475,Starmie,Thunderbolt
676,Thunderbolt,83.416,Magnezone,Thunderbolt
677,Thunderbolt,99.008,Frost Rotom,Thunderbolt
678,Thunderbolt,54.470,Magneton,Thunderbolt
679,Thunderbolt,10.971,Jolteon,Thunderbolt
680,Thunderbolt,24.691,Wigglytuff,Thunderbolt
681,Thunderbolt,6.296,Gardevoir,Thunderbolt
682,Thunderbolt,45.944,Beheeyem,Thunderbolt
683,Thunderbolt,45.673,Dragalge,Thunderbolt
684,Thunderbolt,93.107,Fan Rotom,Thunderbolt
685,Bounce,36.589,Regieleki,Bounce
686,Bounce,26.742,Kingdra,Bounce
687,Bounce,75.287,Seismitoad,Bounce
688,Bounce,80.270,Cinderace,Bounce
689,Bounce,83.742,Barraskewda,Bounce
690,Bounce,6.155,Tsareena,Bounce
691,Bounce,72.574,Gyarados,Bounce
692,Bounce,17.267,Shiftry,Bounce
693,Bounce,76.306,Cobalion,Bounce
694,Bounce,63.061,Virizion,Bounce
695,Bounce,8.445,Sharpedo,Bounce
696,Bounce,61.059,Hitmonlee,Bounce
697,Wild Charge,34.983,Regieleki,Wild Charge
698,Wild Charge,74.033,Thundurus Incarnate Forme,Wild Charge
699,Wild Charge,34.579,Solgaleo,Wild Charge
700,Wild Charge,6.365,Arcanine,Wild Charge
701,Wild Charge,66.803,Tapu Koko,Wild Charge
702,Wild Charge,99.837,Klinklang,Wild Charge
703,Wild Charge,93.735,Electivire,Wild Charge
704,Wild Charge,98.432,Luxray,Wild Charge
705,Wild Charge,4.217,Bouffalant,Wild Charge
706,Wild Charge,24.150,Stoutland,Wild Charge
707,Wild Charge,6.628,Dunsparce,Wild Charge
708,Volt Switch,29.405,Regieleki,Volt Switch
709,Volt Switch,32.796,Raichu,Volt Switch
710,Volt Switch,25.572,Tapu Koko,Volt Switch
711,Volt Switch,19.345,Thundurus Therian Forme,Volt Switch
712,Volt Switch,20.125,Wash Rotom,Volt Switch
713,Volt Switch,6.914,Pikachu,Volt Switch
714,Volt Switch,16.775,Raikou,Volt Switch
715,Volt Switch,28.301,Togedemaru,Volt Switch
716,Volt Switch,8.061,Heliolisk,Volt Switch
717,Volt Switch,50.464,Vikavolt,Volt Switch
718,Volt Switch,13.409,Mow Rotom,Volt Switch
719,Volt Switch,29.041,Alolan Raichu,Volt Switch
720,Volt Switch,33.833,Emolga,Volt Switch
721,Volt Switch,5.294,Charjabug,Volt Switch
722,Volt Switch,30.914,Toxtricity Low Key Form,Volt Switch
723,Volt Switch,15.513,Magnezone,Volt Switch
724,Volt Switch,17.272,Magneton,Volt Switch
725,Volt Switch,32.355,Jolteon,Volt Switch
726,Volt Switch,46.859,Dedenne,Volt Switch
727,Assurance,24.911,Regieleki,Assurance
728,Assurance,4.051,Scyther,Assurance
729,Rising Voltage,21.208,Regieleki,Rising Voltage
730,Rising Voltage,59.461,Zekrom,Rising Voltage
731,Rising Voltage,8.926,Thundurus Therian Forme,Rising Voltage
732,Rising Voltage,13.807,Raikou,Rising Voltage
733,Rising Voltage,5.446,Heliolisk,Rising Voltage
734,Rising Voltage,84.385,Pincurchin,Rising Voltage
735,Rising Voltage,39.124,Xurkitree,Rising Voltage
736,Rising Voltage,90.900,Alolan Raichu,Rising Voltage
737,Rising Voltage,11.685,Magnezone,Rising Voltage
738,Rising Voltage,36.896,Magneton,Rising Voltage
739,Rising Voltage,38.965,Jolteon,Rising Voltage
740,Rising Voltage,4.796,Fan Rotom,Rising Voltage
741,Hyper Beam,20.250,Regieleki,Hyper Beam
742,Hyper Beam,6.413,Calyrex Shadow Rider,Hyper Beam
743,Hyper Beam,25.944,Porygon2,Hyper Beam
744,Hyper Beam,16.830,Xerneas,Hyper Beam
745,Hyper Beam,8.274,White Kyurem,Hyper Beam
746,Hyper Beam,6.680,Spectrier,Hyper Beam
747,Hyper Beam,60.189,Regidrago,Hyper Beam
748,Hyper Beam,28.827,Thundurus Therian Forme,Hyper Beam
749,Hyper Beam,12.109,Inteleon,Hyper Beam
750,Hyper Beam,4.885,Heliolisk,Hyper Beam
751,Hyper Beam,9.831,Primarina,Hyper Beam
752,Hyper Beam,90.706,Porygon-Z,Hyper Beam
753,Hyper Beam,19.625,Appletun,Hyper Beam
754,Hyper Beam,35.918,Xurkitree,Hyper Beam
755,Hyper Beam,43.523,Drampa,Hyper Beam
756,Hyper Beam,27.528,Sylveon,Hyper Beam
757,Hyper Beam,6.278,Wigglytuff,Hyper Beam
758,Hyper Beam,13.168,Tentacruel,Hyper Beam
759,Screech,12.164,Regieleki,Screech
760,Screech,4.799,Liepard,Screech
761,Screech,4.869,Sceptile,Screech
762,Screech,41.487,Thievul,Screech
763,Screech,9.294,Perrserker,Screech
764,Screech,59.272,Galvantula,Screech
765,Extreme Speed,5.350,Regieleki,Extreme Speed
766,Extreme Speed,40.914,Entei,Extreme Speed
767,Extreme Speed,13.041,Rayquaza,Extreme Speed
768,Extreme Speed,4.210,Arcanine,Extreme Speed
769,Extreme Speed,8.009,Lucario,Extreme Speed
770,Extreme Speed,51.549,Dragonite,Extreme Speed
771,Grassy Glide,99.878,Rillaboom,Grassy Glide
772,Grassy Glide,28.867,Tsareena,Grassy Glide
773,Grassy Glide,16.605,Lurantis,Grassy Glide
774,Grassy Glide,41.392,Dhelmise,Grassy Glide
775,Grassy Glide,13.247,Virizion,Grassy Glide
776,Grassy Glide,14.005,Flapple,Grassy Glide
777,Grassy Glide,29.647,Sirfetch'd,Grassy Glide
778,Grassy Glide,50.633,Gourgeist Small Size,Grassy Glide
779,Grassy Glide,12.489,Tangrowth,Grassy Glide
780,Grassy Glide,21.413,Decidueye,Grassy Glide
781,High Horsepower,62.281,Rillaboom,High Horsepower
782,High Horsepower,81.641,Calyrex Ice Rider,High Horsepower
783,High Horsepower,97.573,Regigigas,High Horsepower
784,High Horsepower,92.386,Mamoswine,High Horsepower
785,High Horsepower,99.988,Glastrier,High Horsepower
786,High Horsepower,62.779,Snorlax,High Horsepower
787,High Horsepower,11.555,Stakataka,High Horsepower
788,High Horsepower,97.388,Swampert,High Horsepower
789,High Horsepower,37.315,Tyranitar,High Horsepower
790,High Horsepower,42.267,Kingler,High Horsepower
791,High Horsepower,89.954,Tapu Bulu,High Horsepower
792,High Horsepower,30.971,Krookodile,High Horsepower
793,High Horsepower,50.366,Excadrill,High Horsepower
794,High Horsepower,23.592,Dracozolt,High Horsepower
795,High Horsepower,98.622,Mudsdale,High Horsepower
796,High Horsepower,38.663,Rhyperior,High Horsepower
797,High Horsepower,90.169,Diggersby,High Horsepower
798,High Horsepower,5.646,Conkeldurr,High Horsepower
799,High Horsepower,86.164,Tauros,High Horsepower
800,High Horsepower,8.461,Dugtrio,High Horsepower
801,High Horsepower,49.202,Copperajah,High Horsepower
802,High Horsepower,61.767,Hippowdon,High Horsepower
803,High Horsepower,85.370,Bouffalant,High Horsepower
804,High Horsepower,80.172,Sandaconda,High Horsepower
805,High Horsepower,14.035,Miltank,High Horsepower
806,High Horsepower,9.408,Heracross,High Horsepower
807,High Horsepower,8.536,Bewear,High Horsepower
808,High Horsepower,15.551,Poliwrath,High Horsepower
809,High Horsepower,80.024,Golurk,High Horsepower
810,High Horsepower,67.397,Steelix,High Horsepower
811,U Turn,48.902,Rillaboom,U Turn
812,U Turn,18.237,Landorus Therian Forme,U Turn
813,U Turn,12.535,Urshifu Single Strike Style,U Turn
814,U Turn,15.795,Urshifu Rapid Strike Style,U Turn
815,U Turn,22.434,Pheromosa,U Turn
816,U Turn,63.756,Tapu Koko,U Turn
817,U Turn,45.765,Tsareena,U Turn
818,U Turn,58.343,Darmanitan Galarian Standard Mode,U Turn
819,U Turn,9.284,Galarian Moltres,U Turn
820,U Turn,93.126,Scizor,U Turn
821,U Turn,88.110,Darmanitan Standard Mode,U Turn
822,U Turn,11.099,Corviknight,U Turn
823,U Turn,8.028,Accelgor,U Turn
824,U Turn,21.801,Crobat,U Turn
825,U Turn,5.378,Hawlucha,U Turn
826,U Turn,2.711,Lopunny,U Turn
827,U Turn,5.744,Unfezant,U Turn
828,U Turn,21.987,Perrserker,U Turn
829,U Turn,19.564,Noivern,U Turn
830,U Turn,33.197,Decidueye,U Turn
831,U Turn,51.630,Scyther,U Turn
832,Wood Hammer,21.823,Rillaboom,Wood Hammer
833,Wood Hammer,6.496,Mimikyu,Wood Hammer
834,Wood Hammer,98.698,Tapu Bulu,Wood Hammer
835,Wood Hammer,7.884,Alolan Exeggutor,Wood Hammer
836,Wood Hammer,92.721,Trevenant,Wood Hammer
837,Wood Hammer,30.949,Abomasnow,Wood Hammer
838,Knock Off,9.280,Rillaboom,Knock Off
839,Knock Off,25.383,Escavalier,Knock Off
840,Knock Off,41.406,Kingler,Knock Off
841,Knock Off,97.547,Obstagoon,Knock Off
842,Knock Off,15.843,Machamp,Knock Off
843,Knock Off,12.938,Zoroark,Knock Off
844,Knock Off,54.860,Sirfetch'd,Knock Off
845,Knock Off,49.485,Gallade,Knock Off
846,Knock Off,78.569,Tangrowth,Knock Off
847,Knock Off,66.303,Crawdaunt,Knock Off
848,Knock Off,82.580,Drapion,Knock Off
849,Knock Off,9.901,Decidueye,Knock Off
850,Knock Off,40.541,Passimian,Knock Off
851,Knock Off,74.209,Lickilicky,Knock Off
852,Precipice Blades,99.792,Groudon,Precipice Blades
853,Rock Slide,54.962,Groudon,Rock Slide
854,Rock Slide,85.296,Landorus Therian Forme,Rock Slide
855,Rock Slide,43.071,Solgaleo,Rock Slide
856,Rock Slide,4.831,Coalossal,Rock Slide
857,Rock Slide,7.469,Zygarde Complete Forme,Rock Slide
858,Rock Slide,23.361,Metagross,Rock Slide
859,Rock Slide,20.609,Landorus Incarnate Forme,Rock Slide
860,Rock Slide,15.830,Dusk Mane Necrozma,Rock Slide
861,Rock Slide,8.071,Dracovish,Rock Slide
862,Rock Slide,47.446,Darmanitan Galarian Standard Mode,Rock Slide
863,Rock Slide,65.492,Stakataka,Rock Slide
864,Rock Slide,66.503,Salamence,Rock Slide
865,Rock Slide,94.303,Tyranitar,Rock Slide
866,Rock Slide,10.627,Alolan Marowak,Rock Slide
867,Rock Slide,35.939,Kingler,Rock Slide
868,Rock Slide,82.668,Garchomp,Rock Slide
869,Rock Slide,54.858,Krookodile,Rock Slide
870,Rock Slide,87.735,Excadrill,Rock Slide
871,Rock Slide,26.575,Shiftry,Rock Slide
872,Rock Slide,59.216,Mudsdale,Rock Slide
873,Rock Slide,98.421,Gigalith,Rock Slide
874,Rock Slide,6.855,Dragonite,Rock Slide
875,Rock Slide,82.090,Darmanitan Standard Mode,Rock Slide
876,Rock Slide,6.765,Cradily,Rock Slide
877,Rock Slide,90.163,Aerodactyl,Rock Slide
878,Rock Slide,27.165,Kabutops,Rock Slide
879,Rock Slide,92.731,Drednaw,Rock Slide
880,Rock Slide,52.657,Rhyperior,Rock Slide
881,Rock Slide,72.119,Stonjourner,Rock Slide
882,Rock Slide,49.671,Diggersby,Rock Slide
883,Rock Slide,95.859,Durant,Rock Slide
884,Rock Slide,16.533,Conkeldurr,Rock Slide
885,Rock Slide,94.024,Terrakion,Rock Slide
886,Rock Slide,25.308,Black Kyurem,Rock Slide
887,Rock Slide,3.591,Goodra,Rock Slide
888,Rock Slide,2.980,Tauros,Rock Slide
889,Rock Slide,58.463,Blissey,Rock Slide
890,Rock Slide,4.824,Haxorus,Rock Slide
891,Rock Slide,13.994,Runerigus,Rock Slide
892,Rock Slide,46.238,Braviary,Rock Slide
893,Rock Slide,38.610,Beartic,Rock Slide
894,Rock Slide,44.164,Copperajah,Rock Slide
895,Rock Slide,27.756,Hippowdon,Rock Slide
896,Rock Slide,32.533,Arctozolt,Rock Slide
897,Rock Slide,14.781,Gallade,Rock Slide
898,Rock Slide,13.138,Malamar,Rock Slide
899,Rock Slide,54.998,Lycanroc Dusk Form,Rock Slide
900,Rock Slide,9.618,Bouffalant,Rock Slide
901,Rock Slide,64.103,Sandaconda,Rock Slide
902,Rock Slide,66.684,Miltank,Rock Slide
903,Rock Slide,65.246,Heracross,Rock Slide
904,Rock Slide,43.329,Falinks,Rock Slide
905,Rock Slide,14.736,Flygon,Rock Slide
906,Rock Slide,82.689,Crustle,Rock Slide
907,Rock Slide,3.997,Dusknoir,Rock Slide
908,Rock Slide,5.009,Drapion,Rock Slide
909,Rock Slide,25.316,Passimian,Rock Slide
910,Rock Slide,98.209,Lycanroc Midday Form,Rock Slide
911,Rock Slide,84.337,Marowak,Rock Slide
912,Rock Slide,14.619,Alolan Sandslash,Rock Slide
913,Rock Slide,27.997,Poliwrath,Rock Slide
914,Rock Slide,27.303,Lycanroc Midnight Form,Rock Slide
915,Rock Slide,31.395,Hitmonlee,Rock Slide
916,Rock Slide,9.285,Scolipede,Rock Slide
917,Rock Slide,53.596,Dunsparce,Rock Slide
918,Rock Slide,70.676,Sandslash,Rock Slide
919,Rock Slide,4.941,Steelix,Rock Slide
920,Stone Edge,38.319,Groudon,Stone Edge
921,Stone Edge,77.952,Entei,Stone Edge
922,Stone Edge,64.116,Landorus Incarnate Forme,Stone Edge
923,Stone Edge,8.980,Dusk Mane Necrozma,Stone Edge
924,Stone Edge,8.282,Dracovish,Stone Edge
925,Stone Edge,15.440,Stakataka,Stone Edge
926,Stone Edge,4.129,Tyranitar,Stone Edge
927,Stone Edge,9.070,Tapu Bulu,Stone Edge
928,Stone Edge,69.793,Kabutops,Stone Edge
929,Stone Edge,34.534,Bisharp,Stone Edge
930,Stone Edge,20.304,Rhyperior,Stone Edge
931,Stone Edge,11.132,Giratina Altered Forme,Stone Edge
932,Stone Edge,5.870,Terrakion,Stone Edge
933,Stone Edge,81.122,Cobalion,Stone Edge
934,Stone Edge,85.961,Machamp,Stone Edge
935,Stone Edge,25.702,Virizion,Stone Edge
936,Stone Edge,10.927,Beartic,Stone Edge
937,Stone Edge,9.037,Copperajah,Stone Edge
938,Stone Edge,10.804,Arctozolt,Stone Edge
939,Stone Edge,30.927,Sandaconda,Stone Edge
940,Stone Edge,12.366,Heracross,Stone Edge
941,Stone Edge,16.930,Crustle,Stone Edge
942,Stone Edge,82.050,Lycanroc Midnight Form,Stone Edge
943,Stone Edge,20.389,Hitmonlee,Stone Edge
944,Heavy Slam,36.446,Groudon,Heavy Slam
945,Heavy Slam,7.257,Calyrex Ice Rider,Heavy Slam
946,Heavy Slam,26.864,Celesteela,Heavy Slam
947,Heavy Slam,77.675,Glastrier,Heavy Slam
948,Heavy Slam,43.846,Mudsdale,Heavy Slam
949,Heavy Slam,56.707,Stonjourner,Heavy Slam
950,Heavy Slam,5.333,Beartic,Heavy Slam
951,Heavy Slam,17.714,Copperajah,Heavy Slam
952,Heavy Slam,10.092,Flapple,Heavy Slam
953,Fire Punch,32.270,Groudon,Fire Punch
954,Fire Punch,3.947,Tyranitar,Fire Punch
955,Fire Punch,17.822,Dragonite,Fire Punch
956,Fire Punch,9.128,Obstagoon,Fire Punch
957,Fire Punch,6.307,Rhyperior,Fire Punch
958,Fire Punch,8.860,Conkeldurr,Fire Punch
959,Fire Punch,11.956,Goodra,Fire Punch
960,Fire Punch,8.050,Hawlucha,Fire Punch
961,Fire Punch,3.944,Lopunny,Fire Punch
962,Fire Punch,6.326,Miltank,Fire Punch
963,Fire Punch,25.177,Dusknoir,Fire Punch
964,Fire Punch,97.474,Druddigon,Fire Punch
965,Fire Punch,43.000,Marowak,Fire Punch
966,Fire Punch,8.256,Lycanroc Midnight Form,Fire Punch
967,Fire Punch,13.139,Lickilicky,Fire Punch
968,Heat Crash,29.673,Groudon,Heat Crash
969,Heat Crash,28.138,Copperajah,Heat Crash
970,Swords Dance,29.073,Groudon,Swords Dance
971,Swords Dance,37.344,Landorus Therian Forme,Swords Dance
972,Swords Dance,10.328,Calyrex Ice Rider,Swords Dance
973,Swords Dance,32.483,Rayquaza,Swords Dance
974,Swords Dance,19.905,Dusk Mane Necrozma,Swords Dance
975,Swords Dance,18.215,Garchomp,Swords Dance
976,Swords Dance,21.000,Aegislash Shield Forme,Swords Dance
977,Swords Dance,24.619,Bisharp,Swords Dance
978,Swords Dance,28.332,Rhyperior,Swords Dance
979,Swords Dance,13.270,Hawlucha,Swords Dance
980,Swords Dance,16.359,Virizion,Swords Dance
981,Swords Dance,15.488,Golisopod,Swords Dance
982,Swords Dance,23.176,Lycanroc Dusk Form,Swords Dance
983,Swords Dance,11.444,Decidueye,Swords Dance
984,Swords Dance,18.968,Lycanroc Midday Form,Swords Dance
985,Swords Dance,50.120,Scyther,Swords Dance
986,Swords Dance,28.469,Alolan Sandslash,Swords Dance
987,Swords Dance,9.443,Lycanroc Midnight Form,Swords Dance
988,Swords Dance,9.263,Lickilicky,Swords Dance
989,Swords Dance,13.862,Scolipede,Swords Dance
990,Giga Impact,6.494,Groudon,Giga Impact
991,Giga Impact,15.590,Kartana,Giga Impact
992,Giga Impact,99.433,Regigigas,Giga Impact
993,Giga Impact,5.451,Snorlax,Giga Impact
994,Giga Impact,9.842,Kangaskhan,Giga Impact
995,Giga Impact,48.102,Diggersby,Giga Impact
996,Giga Impact,5.547,Tauros,Giga Impact
997,Giga Impact,21.270,Braviary,Giga Impact
998,Giga Impact,5.245,Bouffalant,Giga Impact
999,Giga Impact,52.864,Stoutland,Giga Impact
1000,Rock Tomb,6.127,Groudon,Rock Tomb
1001,Rock Tomb,9.178,Landorus Therian Forme,Rock Tomb
1002,Rock Tomb,8.265,Mienshao,Rock Tomb
1003,Rock Tomb,73.229,Lucario,Rock Tomb
1004,Rock Tomb,24.578,Stonjourner,Rock Tomb
1005,Rock Tomb,21.944,Hawlucha,Rock Tomb
1006,Rock Tomb,81.401,Haxorus,Rock Tomb
1007,Bulldoze,4.949,Groudon,Bulldoze
1008,Bulldoze,6.471,Landorus Therian Forme,Bulldoze
1009,Bulldoze,20.967,Entei,Bulldoze
1010,Bulldoze,38.715,Spectrier,Bulldoze
1011,Bulldoze,4.828,Hydreigon,Bulldoze
1012,Bulldoze,7.123,Salamence,Bulldoze
1013,Bulldoze,53.102,Raikou,Bulldoze
1014,Bulldoze,37.996,Dracozolt,Bulldoze
1015,Bulldoze,6.854,Sceptile,Bulldoze
1016,Bulldoze,73.229,Lucario,Bulldoze
1017,Bulldoze,26.147,Altaria,Bulldoze
1018,Bulldoze,8.696,Latias,Bulldoze
1019,Bulldoze,9.989,Alolan Exeggutor,Bulldoze
1020,Bulldoze,9.952,Aerodactyl,Bulldoze
1021,Bulldoze,31.605,Conkeldurr,Bulldoze
1022,Bulldoze,8.124,Terrakion,Bulldoze
1023,Bulldoze,5.395,Runerigus,Bulldoze
1024,Bulldoze,3.655,Sharpedo,Bulldoze
1025,Bulldoze,47.886,Galarian Slowbro,Bulldoze
1026,Bulldoze,11.003,Claydol,Bulldoze
1027,Bulldoze,4.726,Flygon,Bulldoze
1028,Bulldoze,11.792,Dusknoir,Bulldoze
1029,Bulldoze,19.081,Lickilicky,Bulldoze
1030,Bulldoze,9.736,Scolipede,Bulldoze
1031,Bulldoze,61.897,Sandslash,Bulldoze
1032,Astral Barrage,99.995,Calyrex Shadow Rider,Astral Barrage
1033,Expanding Force,44.349,Calyrex Shadow Rider,Expanding Force
1034,Expanding Force,86.470,Indeedee Female,Expanding Force
1035,Expanding Force,99.251,Indeedee Male,Expanding Force
1036,Expanding Force,4.804,Dusk Mane Necrozma,Expanding Force
1037,Expanding Force,36.195,Mewtwo,Expanding Force
1038,Expanding Force,84.501,Hatterene,Expanding Force
1039,Expanding Force,72.610,Slowking,Expanding Force
1040,Expanding Force,28.995,Galarian Articuno,Expanding Force
1041,Expanding Force,70.231,Slowbro,Expanding Force
1042,Expanding Force,54.489,Oranguru,Expanding Force
1043,Expanding Force,5.188,Exeggutor,Expanding Force
1044,Expanding Force,54.430,Espeon,Expanding Force
1045,Expanding Force,93.056,Alolan Raichu,Expanding Force
1046,Expanding Force,99.281,Alakazam,Expanding Force
1047,Expanding Force,79.794,Starmie,Expanding Force
1048,Expanding Force,93.646,Galarian Slowbro,Expanding Force
1049,Expanding Force,20.237,Claydol,Expanding Force
1050,Expanding Force,81.611,Reuniclus,Expanding Force
1051,Expanding Force,12.082,Wigglytuff,Expanding Force
1052,Expanding Force,95.954,Gardevoir,Expanding Force
1053,Expanding Force,83.206,Sigilyph,Expanding Force
1054,Expanding Force,73.762,Orbeetle,Expanding Force
1055,Expanding Force,93.324,Beheeyem,Expanding Force
1056,Will O Wisp,42.417,Calyrex Shadow Rider,Will O Wisp
1057,Will O Wisp,19.226,Dusclops,Will O Wisp
1058,Will O Wisp,98.913,Weezing,Will O Wisp
1059,Will O Wisp,11.722,Lunala,Will O Wisp
1060,Will O Wisp,86.776,Sableye,Will O Wisp
1061,Will O Wisp,79.992,Mimikyu,Will O Wisp
1062,Will O Wisp,56.661,Heat Rotom,Will O Wisp
1063,Will O Wisp,48.470,Dragapult,Will O Wisp
1064,Will O Wisp,89.432,Spectrier,Will O Wisp
1065,Will O Wisp,89.474,Arcanine,Will O Wisp
1066,Will O Wisp,22.672,Volcarona,Will O Wisp
1067,Will O Wisp,51.275,Talonflame,Will O Wisp
1068,Will O Wisp,45.424,Wash Rotom,Will O Wisp
1069,Will O Wisp,93.353,Galarian Weezing,Will O Wisp
1070,Will O Wisp,9.800,Moltres,Will O Wisp
1071,Will O Wisp,95.559,Drifblim,Will O Wisp
1072,Will O Wisp,51.433,Froslass,Will O Wisp
1073,Will O Wisp,20.549,Jellicent,Will O Wisp
1074,Will O Wisp,19.273,Giratina Altered Forme,Will O Wisp
1075,Will O Wisp,43.491,Mow Rotom,Will O Wisp
1076,Will O Wisp,6.350,Gengar,Will O Wisp
1077,Will O Wisp,8.306,Runerigus,Will O Wisp
1078,Will O Wisp,35.701,Cofagrigus,Will O Wisp
1079,Will O Wisp,25.717,Ninetales,Will O Wisp
1080,Will O Wisp,24.603,Gourgeist Small Size,Will O Wisp
1081,Will O Wisp,13.490,Frost Rotom,Will O Wisp
1082,Will O Wisp,25.925,Polteageist,Will O Wisp
1083,Will O Wisp,78.352,Gourgeist Super Size,Will O Wisp
1084,Will O Wisp,78.589,Galarian Corsola,Will O Wisp
1085,Mud Shot,26.909,Calyrex Shadow Rider,Mud Shot
1086,Mud Shot,6.835,Spectrier,Mud Shot
1087,Mud Shot,6.824,Milotic,Mud Shot
1088,Mud Shot,70.091,Slowbro,Mud Shot
1089,Mud Shot,36.583,Vikavolt,Mud Shot
1090,Mud Shot,16.404,Thievul,Mud Shot
1091,Mud Shot,2.635,Galarian Slowbro,Mud Shot
1092,Psyshock,18.397,Calyrex Shadow Rider,Psyshock
1093,Psyshock,10.628,Tapu Lele,Psyshock
1094,Psyshock,47.127,Meowstic Male,Psyshock
1095,Psyshock,8.727,Latias,Psyshock
1096,Psyshock,23.744,Cresselia,Psyshock
1097,Psyshock,40.793,Mime Galarian Mr. Mime,Psyshock
1098,Psyshock,14.009,Reuniclus,Psyshock
1099,Leaf Storm,17.106,Calyrex Shadow Rider,Leaf Storm
1100,Leaf Storm,61.615,Venusaur,Leaf Storm
1101,Leaf Storm,41.766,Ludicolo,Leaf Storm
1102,Leaf Storm,78.914,Sceptile,Leaf Storm
1103,Leaf Storm,6.399,Lurantis,Leaf Storm
1104,Leaf Storm,17.410,Alolan Exeggutor,Leaf Storm
1105,Leaf Storm,20.560,Abomasnow,Leaf Storm
1106,Leaf Storm,99.954,Mow Rotom,Leaf Storm
1107,Leaf Storm,46.244,Lilligant,Leaf Storm
1108,Leaf Storm,91.298,Roserade,Leaf Storm
1109,Leaf Storm,51.925,Tangrowth,Leaf Storm
1110,Leaf Storm,19.655,Decidueye,Leaf Storm
1111,Leaf Storm,39.806,Maractus,Leaf Storm
1112,Trick Room,10.284,Calyrex Shadow Rider,Trick Room
1113,Trick Room,10.418,Whimsicott,Trick Room
1114,Trick Room,80.271,Calyrex Ice Rider,Trick Room
1115,Trick Room,66.273,Palkia,Trick Room
1116,Trick Room,89.721,Porygon2,Trick Room
1117,Trick Room,34.785,Dialga,Trick Room
1118,Trick Room,99.720,Dusclops,Trick Room
