ID,Name,Varieties,Generation,Evolves_from,Has_gender_diff,Is_baby,Is_legendary,Is_mythical
155,cyndaquil,"[{'is_default': True, 'pokemon': {'name': 'cyndaquil', 'url': 'https://pokeapi.co/api/v2/pokemon/155/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
156,quilava,"[{'is_default': True, 'pokemon': {'name': 'quilava', 'url': 'https://pokeapi.co/api/v2/pokemon/156/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'cyndaquil', 'url': 'https://pokeapi.co/api/v2/pokemon-species/155/'}",False,False,False,False
157,typhlosion,"[{'is_default': True, 'pokemon': {'name': 'typhlosion', 'url': 'https://pokeapi.co/api/v2/pokemon/157/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'quilava', 'url': 'https://pokeapi.co/api/v2/pokemon-species/156/'}",False,False,False,False
158,totodile,"[{'is_default': True, 'pokemon': {'name': 'totodile', 'url': 'https://pokeapi.co/api/v2/pokemon/158/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
159,croconaw,"[{'is_default': True, 'pokemon': {'name': 'croconaw', 'url': 'https://pokeapi.co/api/v2/pokemon/159/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'totodile', 'url': 'https://pokeapi.co/api/v2/pokemon-species/158/'}",False,False,False,False
160,feraligatr,"[{'is_default': True, 'pokemon': {'name': 'feraligatr', 'url': 'https://pokeapi.co/api/v2/pokemon/160/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'croconaw', 'url': 'https://pokeapi.co/api/v2/pokemon-species/159/'}",False,False,False,False
161,sentret,"[{'is_default': True, 'pokemon': {'name': 'sentret', 'url': 'https://pokeapi.co/api/v2/pokemon/161/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
162,furret,"[{'is_default': True, 'pokemon': {'name': 'furret', 'url': 'https://pokeapi.co/api/v2/pokemon/162/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'sentret', 'url': 'https://pokeapi.co/api/v2/pokemon-species/161/'}",False,False,False,False
163,hoothoot,"[{'is_default': True, 'pokemon': {'name': 'hoothoot', 'url': 'https://pokeapi.co/api/v2/pokemon/163/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
164,noctowl,"[{'is_default': True, 'pokemon': {'name': 'noctowl', 'url': 'https://pokeapi.co/api/v2/pokemon/164/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'hoothoot', 'url': 'https://pokeapi.co/api/v2/pokemon-species/163/'}",False,False,False,False
165,ledyba,"[{'is_default': True, 'pokemon': {'name': 'ledyba', 'url': 'https://pokeapi.co/api/v2/pokemon/165/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,True,False,False,False
166,ledian,"[{'is_default': True, 'pokemon': {'name': 'ledian', 'url': 'https://pokeapi.co/api/v2/pokemon/166/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'ledyba', 'url': 'https://pokeapi.co/api/v2/pokemon-species/165/'}",True,False,False,False
167,spinarak,"[{'is_default': True, 'pokemon': {'name': 'spinarak', 'url': 'https://pokeapi.co/api/v2/pokemon/167/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
168,ariados,"[{'is_default': True, 'pokemon': {'name': 'ariados', 'url': 'https://pokeapi.co/api/v2/pokemon/168/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'spinarak', 'url': 'https://pokeapi.co/api/v2/pokemon-species/167/'}",False,False,False,False
169,crobat,"[{'is_default': True, 'pokemon': {'name': 'crobat', 'url': 'https://pokeapi.co/api/v2/pokemon/169/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'golbat', 'url': 'https://pokeapi.co/api/v2/pokemon-species/42/'}",False,False,False,False
170,chinchou,"[{'is_default': True, 'pokemon': {'name': 'chinchou', 'url': 'https://pokeapi.co/api/v2/pokemon/170/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
171,lanturn,"[{'is_default': True, 'pokemon': {'name': 'lanturn', 'url': 'https://pokeapi.co/api/v2/pokemon/171/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'chinchou', 'url': 'https://pokeapi.co/api/v2/pokemon-species/170/'}",False,False,False,False
172,pichu,"[{'is_default': True, 'pokemon': {'name': 'pichu', 'url': 'https://pokeapi.co/api/v2/pokemon/172/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,True,False,False
173,cleffa,"[{'is_default': True, 'pokemon': {'name': 'cleffa', 'url': 'https://pokeapi.co/api/v2/pokemon/173/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,True,False,False
174,igglybuff,"[{'is_default': True, 'pokemon': {'name': 'igglybuff', 'url': 'https://pokeapi.co/api/v2/pokemon/174/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,True,False,False
175,togepi,"[{'is_default': True, 'pokemon': {'name': 'togepi', 'url': 'https://pokeapi.co/api/v2/pokemon/175/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,True,False,False
176,togetic,"[{'is_default': True, 'pokemon': {'name': 'togetic', 'url': 'https://pokeapi.co/api/v2/pokemon/176/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'togepi', 'url': 'https://pokeapi.co/api/v2/pokemon-species/175/'}",False,False,False,False
177,natu,"[{'is_default': True, 'pokemon': {'name': 'natu', 'url': 'https://pokeapi.co/api/v2/pokemon/177/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
178,xatu,"[{'is_default': True, 'pokemon': {'name': 'xatu', 'url': 'https://pokeapi.co/api/v2/pokemon/178/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'natu', 'url': 'https://pokeapi.co/api/v2/pokemon-species/177/'}",True,False,False,False
179,mareep,"[{'is_default': True, 'pokemon': {'name': 'mareep', 'url': 'https://pokeapi.co/api/v2/pokemon/179/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
180,flaaffy,"[{'is_default': True, 'pokemon': {'name': 'flaaffy', 'url': 'https://pokeapi.co/api/v2/pokemon/180/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'mareep', 'url': 'https://pokeapi.co/api/v2/pokemon-species/179/'}",False,False,False,False
181,ampharos,"[{'is_default': True, 'pokemon': {'name': 'ampharos', 'url': 'https://pokeapi.co/api/v2/pokemon/181/'}}, {'is_default': False, 'pokemon': {'name': 'ampharos-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10045/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'flaaffy', 'url': 'https://pokeapi.co/api/v2/pokemon-species/180/'}",False,False,False,False
182,bellossom,"[{'is_default': True, 'pokemon': {'name': 'bellossom', 'url': 'https://pokeapi.co/api/v2/pokemon/182/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'gloom', 'url': 'https://pokeapi.co/api/v2/pokemon-species/44/'}",False,False,False,False
183,marill,"[{'is_default': True, 'pokemon': {'name': 'marill', 'url': 'https://pokeapi.co/api/v2/pokemon/183/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'azurill', 'url': 'https://pokeapi.co/api/v2/pokemon-species/298/'}",False,False,False,False
184,azumarill,"[{'is_default': True, 'pokemon': {'name': 'azumarill', 'url': 'https://pokeapi.co/api/v2/pokemon/184/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'marill', 'url': 'https://pokeapi.co/api/v2/pokemon-species/183/'}",False,False,False,False
185,sudowoodo,"[{'is_default': True, 'pokemon': {'name': 'sudowoodo', 'url': 'https://pokeapi.co/api/v2/pokemon/185/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'bonsly', 'url': 'https://pokeapi.co/api/v2/pokemon-species/438/'}",True,False,False,False
186,politoed,"[{'is_default': True, 'pokemon': {'name': 'politoed', 'url': 'https://pokeapi.co/api/v2/pokemon/186/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'poliwhirl', 'url': 'https://pokeapi.co/api/v2/pokemon-species/61/'}",True,False,False,False
187,hoppip,"[{'is_default': True, 'pokemon': {'name': 'hoppip', 'url': 'https://pokeapi.co/api/v2/pokemon/187/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
188,skiploom,"[{'is_default': True, 'pokemon': {'name': 'skiploom', 'url': 'https://pokeapi.co/api/v2/pokemon/188/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'hoppip', 'url': 'https://pokeapi.co/api/v2/pokemon-species/187/'}",False,False,False,False
189,jumpluff,"[{'is_default': True, 'pokemon': {'name': 'jumpluff', 'url': 'https://pokeapi.co/api/v2/pokemon/189/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'skiploom', 'url': 'https://pokeapi.co/api/v2/pokemon-species/188/'}",False,False,False,False
190,aipom,"[{'is_default': True, 'pokemon': {'name': 'aipom', 'url': 'https://pokeapi.co/api/v2/pokemon/190/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,True,False,False,False
191,sunkern,"[{'is_default': True, 'pokemon': {'name': 'sunkern', 'url': 'https://pokeapi.co/api/v2/pokemon/191/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
192,sunflora,"[{'is_default': True, 'pokemon': {'name': 'sunflora', 'url': 'https://pokeapi.co/api/v2/pokemon/192/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'sunkern', 'url': 'https://pokeapi.co/api/v2/pokemon-species/191/'}",False,False,False,False
193,yanma,"[{'is_default': True, 'pokemon': {'name': 'yanma', 'url': 'https://pokeapi.co/api/v2/pokemon/193/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
194,wooper,"[{'is_default': True, 'pokemon': {'name': 'wooper', 'url': 'https://pokeapi.co/api/v2/pokemon/194/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,True,False,False,False
195,quagsire,"[{'is_default': True, 'pokemon': {'name': 'quagsire', 'url': 'https://pokeapi.co/api/v2/pokemon/195/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'wooper', 'url': 'https://pokeapi.co/api/v2/pokemon-species/194/'}",True,False,False,False
196,espeon,"[{'is_default': True, 'pokemon': {'name': 'espeon', 'url': 'https://pokeapi.co/api/v2/pokemon/196/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'eevee', 'url': 'https://pokeapi.co/api/v2/pokemon-species/133/'}",False,False,False,False
197,umbreon,"[{'is_default': True, 'pokemon': {'name': 'umbreon', 'url': 'https://pokeapi.co/api/v2/pokemon/197/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'eevee', 'url': 'https://pokeapi.co/api/v2/pokemon-species/133/'}",False,False,False,False
198,murkrow,"[{'is_default': True, 'pokemon': {'name': 'murkrow', 'url': 'https://pokeapi.co/api/v2/pokemon/198/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,True,False,False,False
199,slowking,"[{'is_default': True, 'pokemon': {'name': 'slowking', 'url': 'https://pokeapi.co/api/v2/pokemon/199/'}}, {'is_default': False, 'pokemon': {'name': 'slowking-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10172/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'slowpoke', 'url': 'https://pokeapi.co/api/v2/pokemon-species/79/'}",False,False,False,False
200,misdreavus,"[{'is_default': True, 'pokemon': {'name': 'misdreavus', 'url': 'https://pokeapi.co/api/v2/pokemon/200/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
201,unown,"[{'is_default': True, 'pokemon': {'name': 'unown', 'url': 'https://pokeapi.co/api/v2/pokemon/201/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
202,wobbuffet,"[{'is_default': True, 'pokemon': {'name': 'wobbuffet', 'url': 'https://pokeapi.co/api/v2/pokemon/202/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'wynaut', 'url': 'https://pokeapi.co/api/v2/pokemon-species/360/'}",True,False,False,False
203,girafarig,"[{'is_default': True, 'pokemon': {'name': 'girafarig', 'url': 'https://pokeapi.co/api/v2/pokemon/203/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,True,False,False,False
204,pineco,"[{'is_default': True, 'pokemon': {'name': 'pineco', 'url': 'https://pokeapi.co/api/v2/pokemon/204/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
205,forretress,"[{'is_default': True, 'pokemon': {'name': 'forretress', 'url': 'https://pokeapi.co/api/v2/pokemon/205/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'pineco', 'url': 'https://pokeapi.co/api/v2/pokemon-species/204/'}",False,False,False,False
206,dunsparce,"[{'is_default': True, 'pokemon': {'name': 'dunsparce', 'url': 'https://pokeapi.co/api/v2/pokemon/206/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
207,gligar,"[{'is_default': True, 'pokemon': {'name': 'gligar', 'url': 'https://pokeapi.co/api/v2/pokemon/207/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,True,False,False,False
208,steelix,"[{'is_default': True, 'pokemon': {'name': 'steelix', 'url': 'https://pokeapi.co/api/v2/pokemon/208/'}}, {'is_default': False, 'pokemon': {'name': 'steelix-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10072/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'onix', 'url': 'https://pokeapi.co/api/v2/pokemon-species/95/'}",True,False,False,False
209,snubbull,"[{'is_default': True, 'pokemon': {'name': 'snubbull', 'url': 'https://pokeapi.co/api/v2/pokemon/209/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
210,granbull,"[{'is_default': True, 'pokemon': {'name': 'granbull', 'url': 'https://pokeapi.co/api/v2/pokemon/210/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'snubbull', 'url': 'https://pokeapi.co/api/v2/pokemon-species/209/'}",False,False,False,False
211,qwilfish,"[{'is_default': True, 'pokemon': {'name': 'qwilfish', 'url': 'https://pokeapi.co/api/v2/pokemon/211/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
212,scizor,"[{'is_default': True, 'pokemon': {'name': 'scizor', 'url': 'https://pokeapi.co/api/v2/pokemon/212/'}}, {'is_default': False, 'pokemon': {'name': 'scizor-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10046/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'scyther', 'url': 'https://pokeapi.co/api/v2/pokemon-species/123/'}",True,False,False,False
213,shuckle,"[{'is_default': True, 'pokemon': {'name': 'shuckle', 'url': 'https://pokeapi.co/api/v2/pokemon/213/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
214,heracross,"[{'is_default': True, 'pokemon': {'name': 'heracross', 'url': 'https://pokeapi.co/api/v2/pokemon/214/'}}, {'is_default': False, 'pokemon': {'name': 'heracross-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10047/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,True,False,False,False
215,sneasel,"[{'is_default': True, 'pokemon': {'name': 'sneasel', 'url': 'https://pokeapi.co/api/v2/pokemon/215/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,True,False,False,False
216,teddiursa,"[{'is_default': True, 'pokemon': {'name': 'teddiursa', 'url': 'https://pokeapi.co/api/v2/pokemon/216/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
217,ursaring,"[{'is_default': True, 'pokemon': {'name': 'ursaring', 'url': 'https://pokeapi.co/api/v2/pokemon/217/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'teddiursa', 'url': 'https://pokeapi.co/api/v2/pokemon-species/216/'}",True,False,False,False
218,slugma,"[{'is_default': True, 'pokemon': {'name': 'slugma', 'url': 'https://pokeapi.co/api/v2/pokemon/218/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
219,magcargo,"[{'is_default': True, 'pokemon': {'name': 'magcargo', 'url': 'https://pokeapi.co/api/v2/pokemon/219/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'slugma', 'url': 'https://pokeapi.co/api/v2/pokemon-species/218/'}",False,False,False,False
220,swinub,"[{'is_default': True, 'pokemon': {'name': 'swinub', 'url': 'https://pokeapi.co/api/v2/pokemon/220/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
221,piloswine,"[{'is_default': True, 'pokemon': {'name': 'piloswine', 'url': 'https://pokeapi.co/api/v2/pokemon/221/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'swinub', 'url': 'https://pokeapi.co/api/v2/pokemon-species/220/'}",True,False,False,False
222,corsola,"[{'is_default': True, 'pokemon': {'name': 'corsola', 'url': 'https://pokeapi.co/api/v2/pokemon/222/'}}, {'is_default': False, 'pokemon': {'name': 'corsola-galar', 'url': 'https://pokeapi.co/api/v2/pokemon/10173/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
223,remoraid,"[{'is_default': True, 'pokemon': {'name': 'remoraid', 'url': 'https://pokeapi.co/api/v2/pokemon/223/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
224,octillery,"[{'is_default': True, 'pokemon': {'name': 'octillery', 'url': 'https://pokeapi.co/api/v2/pokemon/224/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'remoraid', 'url': 'https://pokeapi.co/api/v2/pokemon-species/223/'}",True,False,False,False
225,delibird,"[{'is_default': True, 'pokemon': {'name': 'delibird', 'url': 'https://pokeapi.co/api/v2/pokemon/225/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
226,mantine,"[{'is_default': True, 'pokemon': {'name': 'mantine', 'url': 'https://pokeapi.co/api/v2/pokemon/226/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'mantyke', 'url': 'https://pokeapi.co/api/v2/pokemon-species/458/'}",False,False,False,False
227,skarmory,"[{'is_default': True, 'pokemon': {'name': 'skarmory', 'url': 'https://pokeapi.co/api/v2/pokemon/227/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
228,houndour,"[{'is_default': True, 'pokemon': {'name': 'houndour', 'url': 'https://pokeapi.co/api/v2/pokemon/228/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
229,houndoom,"[{'is_default': True, 'pokemon': {'name': 'houndoom', 'url': 'https://pokeapi.co/api/v2/pokemon/229/'}}, {'is_default': False, 'pokemon': {'name': 'houndoom-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10048/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'houndour', 'url': 'https://pokeapi.co/api/v2/pokemon-species/228/'}",True,False,False,False
230,kingdra,"[{'is_default': True, 'pokemon': {'name': 'kingdra', 'url': 'https://pokeapi.co/api/v2/pokemon/230/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'seadra', 'url': 'https://pokeapi.co/api/v2/pokemon-species/117/'}",False,False,False,False
231,phanpy,"[{'is_default': True, 'pokemon': {'name': 'phanpy', 'url': 'https://pokeapi.co/api/v2/pokemon/231/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
232,donphan,"[{'is_default': True, 'pokemon': {'name': 'donphan', 'url': 'https://pokeapi.co/api/v2/pokemon/232/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'phanpy', 'url': 'https://pokeapi.co/api/v2/pokemon-species/231/'}",True,False,False,False
233,porygon2,"[{'is_default': True, 'pokemon': {'name': 'porygon2', 'url': 'https://pokeapi.co/api/v2/pokemon/233/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'porygon', 'url': 'https://pokeapi.co/api/v2/pokemon-species/137/'}",False,False,False,False
234,stantler,"[{'is_default': True, 'pokemon': {'name': 'stantler', 'url': 'https://pokeapi.co/api/v2/pokemon/234/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
235,smeargle,"[{'is_default': True, 'pokemon': {'name': 'smeargle', 'url': 'https://pokeapi.co/api/v2/pokemon/235/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
236,tyrogue,"[{'is_default': True, 'pokemon': {'name': 'tyrogue', 'url': 'https://pokeapi.co/api/v2/pokemon/236/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,True,False,False
237,hitmontop,"[{'is_default': True, 'pokemon': {'name': 'hitmontop', 'url': 'https://pokeapi.co/api/v2/pokemon/237/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'tyrogue', 'url': 'https://pokeapi.co/api/v2/pokemon-species/236/'}",False,False,False,False
238,smoochum,"[{'is_default': True, 'pokemon': {'name': 'smoochum', 'url': 'https://pokeapi.co/api/v2/pokemon/238/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,True,False,False
239,elekid,"[{'is_default': True, 'pokemon': {'name': 'elekid', 'url': 'https://pokeapi.co/api/v2/pokemon/239/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,True,False,False
240,magby,"[{'is_default': True, 'pokemon': {'name': 'magby', 'url': 'https://pokeapi.co/api/v2/pokemon/240/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,True,False,False
241,miltank,"[{'is_default': True, 'pokemon': {'name': 'miltank', 'url': 'https://pokeapi.co/api/v2/pokemon/241/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
242,blissey,"[{'is_default': True, 'pokemon': {'name': 'blissey', 'url': 'https://pokeapi.co/api/v2/pokemon/242/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'chansey', 'url': 'https://pokeapi.co/api/v2/pokemon-species/113/'}",False,False,False,False
243,raikou,"[{'is_default': True, 'pokemon': {'name': 'raikou', 'url': 'https://pokeapi.co/api/v2/pokemon/243/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,True,False
244,entei,"[{'is_default': True, 'pokemon': {'name': 'entei', 'url': 'https://pokeapi.co/api/v2/pokemon/244/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,True,False
245,suicune,"[{'is_default': True, 'pokemon': {'name': 'suicune', 'url': 'https://pokeapi.co/api/v2/pokemon/245/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,True,False
246,larvitar,"[{'is_default': True, 'pokemon': {'name': 'larvitar', 'url': 'https://pokeapi.co/api/v2/pokemon/246/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,False
247,pupitar,"[{'is_default': True, 'pokemon': {'name': 'pupitar', 'url': 'https://pokeapi.co/api/v2/pokemon/247/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'larvitar', 'url': 'https://pokeapi.co/api/v2/pokemon-species/246/'}",False,False,False,False
248,tyranitar,"[{'is_default': True, 'pokemon': {'name': 'tyranitar', 'url': 'https://pokeapi.co/api/v2/pokemon/248/'}}, {'is_default': False, 'pokemon': {'name': 'tyranitar-mega', 'url': 'https://pokeapi.co/api/v2/pokemon/10049/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}","{'name': 'pupitar', 'url': 'https://pokeapi.co/api/v2/pokemon-species/247/'}",False,False,False,False
249,lugia,"[{'is_default': True, 'pokemon': {'name': 'lugia', 'url': 'https://pokeapi.co/api/v2/pokemon/249/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,True,False
250,ho-oh,"[{'is_default': True, 'pokemon': {'name': 'ho-oh', 'url': 'https://pokeapi.co/api/v2/pokemon/250/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,True,False
251,celebi,"[{'is_default': True, 'pokemon': {'name': 'celebi', 'url': 'https://pokeapi.co/api/v2/pokemon/251/'}}]","{'name': 'generation-ii', 'url': 'https://pokeapi.co/api/v2/generation/2/'}",,False,False,False,True
252,treecko,"[{'is_default': True, 'pokemon': {'name': 'treecko', 'url': 'https://pokeapi.co/api/v2/pokemon/252/'}}]","{'name': 'generation-iii', 'url': 'https://pokeapi.co/api/v2/generation/3/'}",,False,False,False,False
