,Move,Pokemon
20413,Facade,sandshrew-alola
20414,Facade,sandslash-alola
20415,Facade,vulpix-alola
20416,Facade,ninetales-alola
20417,Facade,diglett-alola
20418,Facade,dugtrio-alola
20419,Facade,meowth-alola
20420,Facade,persian-alola
20421,Facade,geodude-alola
20422,Facade,graveler-alola
20423,Facade,golem-alola
20424,Facade,grimer-alola
20425,Facade,muk-alola
20426,Facade,exeggutor-alola
20427,Facade,marowak-alola
20428,Facade,greninja-battle-bond
20429,Facade,greninja-ash
20430,Facade,zygarde-10-power-construct
20431,Facade,zygarde-50-power-construct
20432,Facade,zygarde-complete
20433,Facade,gumshoos-totem
20434,Facade,vikavolt-totem
20435,Facade,oricorio-pom-pom
20436,Facade,oricorio-pau
20437,Facade,oricorio-sensu
20438,Facade,lycanroc-midnight
20439,Facade,wishiwashi-school
20440,Facade,lurantis-totem
20441,Facade,salazzle-totem
20442,Facade,minior-orange-meteor
20443,Facade,minior-yellow-meteor
20444,Facade,minior-green-meteor
20445,Facade,minior-blue-meteor
20446,Facade,minior-indigo-meteor
20447,Facade,minior-violet-meteor
20448,Facade,minior-red
20449,Facade,minior-orange
20450,Facade,minior-yellow
20451,Facade,minior-green
20452,Facade,minior-blue
20453,Facade,minior-indigo
20454,Facade,minior-violet
20455,Facade,mimikyu-busted
20456,Facade,mimikyu-totem-disguised
20457,Facade,mimikyu-totem-busted
20458,Facade,kommo-o-totem
20459,Facade,pikachu-partner-cap
20460,Facade,marowak-totem
20461,Facade,ribombee-totem
20462,Facade,rockruff-own-tempo
20463,Facade,lycanroc-dusk
20464,Facade,araquanid-totem
20465,Facade,togedemaru-totem
20466,Facade,necrozma-dusk
20467,Facade,necrozma-dawn
20468,Facade,necrozma-ultra
20469,Facade,pikachu-starter
20470,Facade,eevee-starter
20471,Facade,pikachu-world-cap
20472,Facade,meowth-galar
20473,Facade,ponyta-galar
20474,Facade,rapidash-galar
20475,Facade,slowpoke-galar
20476,Facade,slowbro-galar
20477,Facade,farfetchd-galar
20478,Facade,weezing-galar
20479,Facade,mr-mime-galar
20480,Facade,articuno-galar
20481,Facade,zapdos-galar
20482,Facade,moltres-galar
20483,Facade,slowking-galar
20484,Facade,corsola-galar
20485,Facade,zigzagoon-galar
20486,Facade,linoone-galar
20487,Facade,darumaka-galar
20488,Facade,darmanitan-galar-standard
20489,Facade,darmanitan-galar-zen
20490,Facade,yamask-galar
20491,Facade,stunfisk-galar
20492,Facade,zygarde-10
20493,Facade,cramorant-gulping
20494,Facade,cramorant-gorging
20495,Facade,toxtricity-low-key
20496,Facade,eiscue-noice
20497,Facade,indeedee-female
20498,Facade,morpeko-hangry
20499,Facade,zacian-crowned
20500,Facade,zamazenta-crowned
20501,Facade,eternatus-eternamax
20502,Facade,urshifu-rapid-strike
20503,Facade,zarude-dada
20504,Facade,calyrex-ice
20505,Facade,calyrex-shadow
20506,Fairy Lock,klefki
20507,Fairy Wind,togetic
20508,Fairy Wind,hoppip
20509,Fairy Wind,skiploom
20510,Fairy Wind,jumpluff
20511,Fairy Wind,mawile
20512,Fairy Wind,togekiss
20513,Fairy Wind,cottonee
20514,Fairy Wind,whimsicott
20515,Fairy Wind,flabebe
20516,Fairy Wind,floette
20517,Fairy Wind,spritzee
20518,Fairy Wind,aromatisse
20519,Fairy Wind,swirlix
20520,Fairy Wind,slurpuff
20521,Fairy Wind,sylveon
20522,Fairy Wind,klefki
20523,Fairy Wind,cutiefly
20524,Fairy Wind,ribombee
20525,Fairy Wind,tapu-koko
20526,Fairy Wind,snom
20527,Fairy Wind,mawile-mega
20528,Fairy Wind,floette-eternal
20529,Fairy Wind,ribombee-totem
20530,Fairy Wind,ponyta-galar
20531,Fairy Wind,rapidash-galar
20532,Fairy Wind,weezing-galar
20533,Fake Out,squirtle
20534,Fake Out,blastoise
20535,Fake Out,raichu
20536,Fake Out,meowth
20537,Fake Out,persian
20538,Fake Out,seel
20539,Fake Out,dewgong
20540,Fake Out,hitmonlee
20541,Fake Out,hitmonchan
20542,Fake Out,kangaskhan
20543,Fake Out,mr-mime
20544,Fake Out,mew
20545,Fake Out,pichu
20546,Fake Out,aipom
20547,Fake Out,sneasel
20548,Fake Out,delibird
20549,Fake Out,tyrogue
20550,Fake Out,hitmontop
20551,Fake Out,smoochum
20552,Fake Out,lombre
20553,Fake Out,ludicolo
20554,Fake Out,nuzleaf
20555,Fake Out,shiftry
20556,Fake Out,makuhita
20557,Fake Out,hariyama
20558,Fake Out,skitty
20559,Fake Out,delcatty
20560,Fake Out,sableye
20561,Fake Out,meditite
20562,Fake Out,spinda
20563,Fake Out,kecleon
20564,Fake Out,chimchar
20565,Fake Out,buneary
20566,Fake Out,glameow
20567,Fake Out,purugly
20568,Fake Out,mime-jr
20569,Fake Out,croagunk
20570,Fake Out,purrloin
20571,Fake Out,liepard
20572,Fake Out,scraggy
20573,Fake Out,gothita
20574,Fake Out,mienfoo
20575,Fake Out,mienshao
20576,Fake Out,espurr
20577,Fake Out,meowstic-male
20578,Fake Out,litten
20579,Fake Out,salandit
20580,Fake Out,togedemaru
20581,Fake Out,zeraora
20582,Fake Out,grookey
20583,Fake Out,impidimp
20584,Fake Out,morgrem
20585,Fake Out,grimmsnarl
20586,Fake Out,perrserker
20587,Fake Out,indeedee-male
20588,Fake Out,morpeko-full-belly
20589,Fake Out,meowstic-female
20590,Fake Out,blastoise-mega
20591,Fake Out,kangaskhan-mega
20592,Fake Out,sableye-mega
20593,Fake Out,raichu-alola
20594,Fake Out,meowth-alola
20595,Fake Out,persian-alola
20596,Fake Out,togedemaru-totem
20597,Fake Out,meowth-galar
20598,Fake Out,mr-mime-galar
20599,Fake Out,indeedee-female
20600,Fake Out,morpeko-hangry
20601,Fake Tears,clefairy
20602,Fake Tears,clefable
20603,Fake Tears,ninetales
20604,Fake Tears,jigglypuff
20605,Fake Tears,wigglytuff
20606,Fake Tears,jynx
20607,Fake Tears,eevee
20608,Fake Tears,vaporeon
20609,Fake Tears,jolteon
20610,Fake Tears,flareon
20611,Fake Tears,mew
20612,Fake Tears,totodile
20613,Fake Tears,cleffa
20614,Fake Tears,igglybuff
20615,Fake Tears,marill
20616,Fake Tears,azumarill
20617,Fake Tears,sudowoodo
20618,Fake Tears,espeon
20619,Fake Tears,umbreon
20620,Fake Tears,snubbull
20621,Fake Tears,sneasel
20622,Fake Tears,teddiursa
20623,Fake Tears,ursaring
20624,Fake Tears,smoochum
20625,Fake Tears,shroomish
20626,Fake Tears,whismur
20627,Fake Tears,loudred
20628,Fake Tears,exploud
20629,Fake Tears,azurill
20630,Fake Tears,skitty
20631,Fake Tears,mawile
20632,Fake Tears,plusle
20633,Fake Tears,minun
20634,Fake Tears,illumise
20635,Fake Tears,spinda
20636,Fake Tears,snorunt
20637,Fake Tears,glalie
20638,Fake Tears,shinx
20639,Fake Tears,luxio
20640,Fake Tears,luxray
20641,Fake Tears,pachirisu
20642,Fake Tears,buneary
20643,Fake Tears,lopunny
20644,Fake Tears,glameow
20645,Fake Tears,bonsly
20646,Fake Tears,weavile
20647,Fake Tears,leafeon
20648,Fake Tears,glaceon
20649,Fake Tears,froslass
20650,Fake Tears,purrloin
20651,Fake Tears,liepard
20652,Fake Tears,woobat
20653,Fake Tears,swoobat
20654,Fake Tears,cottonee
20655,Fake Tears,whimsicott
20656,Fake Tears,scraggy
20657,Fake Tears,scrafty
20658,Fake Tears,yamask
20659,Fake Tears,cofagrigus
20660,Fake Tears,zorua
20661,Fake Tears,zoroark
20662,Fake Tears,minccino
20663,Fake Tears,cinccino
20664,Fake Tears,gothita
20665,Fake Tears,gothorita
20666,Fake Tears,gothitelle
20667,Fake Tears,deerling
20668,Fake Tears,vullaby
20669,Fake Tears,mandibuzz
20670,Fake Tears,espurr
20671,Fake Tears,meowstic-male
20672,Fake Tears,spritzee
20673,Fake Tears,aromatisse
20674,Fake Tears,swirlix
20675,Fake Tears,slurpuff
20676,Fake Tears,inkay
20677,Fake Tears,malamar
20678,Fake Tears,sylveon
20679,Fake Tears,diancie
20680,Fake Tears,cutiefly
20681,Fake Tears,ribombee
20682,Fake Tears,salazzle
20683,Fake Tears,rookidee
20684,Fake Tears,corvisquire
20685,Fake Tears,corviknight
20686,Fake Tears,nickit
20687,Fake Tears,thievul
20688,Fake Tears,impidimp
20689,Fake Tears,morgrem
20690,Fake Tears,grimmsnarl
20691,Fake Tears,obstagoon
20692,Fake Tears,mr-rime
20693,Fake Tears,runerigus
20694,Fake Tears,alcremie
20695,Fake Tears,morpeko-full-belly
20696,Fake Tears,meowstic-female
20697,Fake Tears,mawile-mega
20698,Fake Tears,ninetales-alola
20699,Fake Tears,persian-alola
20700,Fake Tears,zigzagoon-galar
20701,Fake Tears,linoone-galar
20702,Fake Tears,yamask-galar
20703,Fake Tears,morpeko-hangry
20704,False Surrender,morgrem
20705,False Surrender,grimmsnarl
20706,False Swipe,bulbasaur
20707,False Swipe,ivysaur
20708,False Swipe,venusaur
20709,False Swipe,charmander
20710,False Swipe,charmeleon
20711,False Swipe,charizard
20712,False Swipe,squirtle
20713,False Swipe,wartortle
20714,False Swipe,blastoise
20715,False Swipe,beedrill
20716,False Swipe,spearow
20717,False Swipe,fearow
20718,False Swipe,paras
20719,False Swipe,parasect
20720,False Swipe,farfetchd
20721,False Swipe,krabby
20722,False Swipe,kingler
20723,False Swipe,cubone
20724,False Swipe,marowak
20725,False Swipe,scyther
20726,False Swipe,pinsir
20727,False Swipe,mew
20728,False Swipe,gligar
20729,False Swipe,scizor
20730,False Swipe,heracross
20731,False Swipe,sneasel
20732,False Swipe,grovyle
20733,False Swipe,sceptile
20734,False Swipe,seedot
20735,False Swipe,nuzleaf
20736,False Swipe,shiftry
20737,False Swipe,shroomish
20738,False Swipe,breloom
20739,False Swipe,nincada
20740,False Swipe,ninjask
20741,False Swipe,shedinja
20742,False Swipe,mawile
20743,False Swipe,swablu
20744,False Swipe,altaria
20745,False Swipe,zangoose
20746,False Swipe,corphish
20747,False Swipe,crawdaunt
20748,False Swipe,anorith
20749,False Swipe,armaldo
20750,False Swipe,absol
20751,False Swipe,kricketune
20752,False Swipe,garchomp
20753,False Swipe,skorupi
20754,False Swipe,drapion
20755,False Swipe,weavile
20756,False Swipe,gliscor
20757,False Swipe,gallade
20758,False Swipe,oshawott
20759,False Swipe,dewott
20760,False Swipe,samurott
20761,False Swipe,leavanny
20762,False Swipe,karrablast
20763,False Swipe,escavalier
20764,False Swipe,axew
20765,False Swipe,fraxure
20766,False Swipe,haxorus
20767,False Swipe,pawniard
20768,False Swipe,bisharp
20769,False Swipe,cobalion
20770,False Swipe,terrakion
20771,False Swipe,virizion
20772,False Swipe,keldeo-ordinary
20773,False Swipe,pancham
20774,False Swipe,pangoro
20775,False Swipe,honedge
20776,False Swipe,doublade
20777,False Swipe,aegislash-shield
20778,False Swipe,binacle
20779,False Swipe,barbaracle
20780,False Swipe,hawlucha
20781,False Swipe,rowlet
20782,False Swipe,dartrix
20783,False Swipe,decidueye
20784,False Swipe,fomantis
20785,False Swipe,lurantis
20786,False Swipe,golisopod
20787,False Swipe,jangmo-o
20788,False Swipe,hakamo-o
20789,False Swipe,kommo-o
20790,False Swipe,tapu-koko
20791,False Swipe,tapu-bulu
20792,False Swipe,buzzwole
20793,False Swipe,pheromosa
20794,False Swipe,kartana
20795,False Swipe,magearna
20796,False Swipe,marshadow
20797,False Swipe,zeraora
20798,False Swipe,grookey
20799,False Swipe,thwackey
20800,False Swipe,rillaboom
20801,False Swipe,drednaw
20802,False Swipe,falinks
20803,False Swipe,zacian
20804,False Swipe,urshifu-single-strike
20805,False Swipe,keldeo-resolute
20806,False Swipe,aegislash-blade
20807,False Swipe,pinsir-mega
20808,False Swipe,scizor-mega
20809,False Swipe,heracross-mega
20810,False Swipe,mawile-mega
20811,False Swipe,absol-mega
20812,False Swipe,garchomp-mega
20813,False Swipe,sceptile-mega
20814,False Swipe,gallade-mega
20815,False Swipe,beedrill-mega
20816,False Swipe,marowak-alola
20817,False Swipe,lurantis-totem
20818,False Swipe,kommo-o-totem
20819,False Swipe,magearna-original
20820,False Swipe,marowak-totem
20821,False Swipe,zacian-crowned
20822,False Swipe,urshifu-rapid-strike
20823,Feather Dance,pidgey
20824,Feather Dance,pidgeotto
20825,Feather Dance,pidgeot
20826,Feather Dance,spearow
20827,Feather Dance,farfetchd
20828,Feather Dance,hoothoot
20829,Feather Dance,natu
20830,Feather Dance,murkrow
20831,Feather Dance,torchic
20832,Feather Dance,combusken
20833,Feather Dance,blaziken
20834,Feather Dance,swablu
20835,Feather Dance,piplup
20836,Feather Dance,starly
20837,Feather Dance,chatot
20838,Feather Dance,pidove
20839,Feather Dance,tranquill
20840,Feather Dance,unfezant
20841,Feather Dance,ducklett
20842,Feather Dance,swanna
20843,Feather Dance,hawlucha
20844,Feather Dance,rowlet
20845,Feather Dance,dartrix
20846,Feather Dance,decidueye
20847,Feather Dance,pikipek
20848,Feather Dance,trumbeak
20849,Feather Dance,toucannon
20850,Feather Dance,oricorio-baile
20851,Feather Dance,cramorant
20852,Feather Dance,frosmoth
20853,Feather Dance,pidgeot-mega
20854,Feather Dance,oricorio-pom-pom
20855,Feather Dance,oricorio-pau
20856,Feather Dance,oricorio-sensu
20857,Feather Dance,cramorant-gulping
20858,Feather Dance,cramorant-gorging
20859,Feint,pikachu
20860,Feint,raichu
20861,Feint,meowth
20862,Feint,persian
20863,Feint,farfetchd
20864,Feint,hitmonlee
20865,Feint,hitmonchan
20866,Feint,scyther
20867,Feint,pinsir
20868,Feint,kabutops
20869,Feint,yanma
20870,Feint,gligar
20871,Feint,scizor
20872,Feint,heracross
20873,Feint,sneasel
20874,Feint,skarmory
20875,Feint,houndour
20876,Feint,tyrogue
20877,Feint,hitmontop
20878,Feint,elekid
20879,Feint,torchic
20880,Feint,breloom
20881,Feint,makuhita
20882,Feint,sableye
20883,Feint,meditite
20884,Feint,medicham
20885,Feint,sharpedo
20886,Feint,trapinch
20887,Feint,flygon
20888,Feint,zangoose
20889,Feint,seviper
20890,Feint,kecleon
20891,Feint,absol
20892,Feint,monferno
20893,Feint,infernape
20894,Feint,stunky
20895,Feint,skuntank
20896,Feint,riolu
20897,Feint,lucario
20898,Feint,croagunk
20899,Feint,yanmega
20900,Feint,gallade
20901,Feint,blitzle
20902,Feint,shelmet
20903,Feint,mienfoo
20904,Feint,chesnaught
20905,Feint,fletchinder
20906,Feint,talonflame
20907,Feint,hawlucha
20908,Feint,goodra
20909,Feint,bounsweet
20910,Feint,passimian
20911,Feint,pheromosa
20912,Feint,marshadow
20913,Feint,cinderace
20914,Feint,clobbopus
20915,Feint,grapploct
20916,Feint,pinsir-mega
20917,Feint,scizor-mega
20918,Feint,heracross-mega
20919,Feint,medicham-mega
20920,Feint,absol-mega
20921,Feint,lucario-mega
20922,Feint,sableye-mega
20923,Feint,gallade-mega
20924,Feint,sharpedo-mega
20925,Feint,pikachu-rock-star
20926,Feint,pikachu-belle
20927,Feint,pikachu-pop-star
20928,Feint,pikachu-phd
20929,Feint,pikachu-libre
20930,Feint,pikachu-cosplay
20931,Feint,pikachu-original-cap
20932,Feint,pikachu-hoenn-cap
20933,Feint,pikachu-sinnoh-cap
20934,Feint,pikachu-unova-cap
20935,Feint,pikachu-kalos-cap
20936,Feint,pikachu-alola-cap
20937,Feint,raichu-alola
20938,Feint,meowth-alola
20939,Feint,persian-alola
20940,Feint,pikachu-partner-cap
20941,Feint,pikachu-world-cap
20942,Feint,farfetchd-galar
20943,Feint Attack,pidgey
20944,Feint Attack,spearow
20945,Feint Attack,vulpix
20946,Feint Attack,zubat
20947,Feint Attack,diglett
20948,Feint Attack,meowth
20949,Feint Attack,persian
20950,Feint Attack,doduo
20951,Feint Attack,magmar
20952,Feint Attack,pinsir
20953,Feint Attack,mew
20954,Feint Attack,hoothoot
20955,Feint Attack,igglybuff
20956,Feint Attack,natu
20957,Feint Attack,sudowoodo
20958,Feint Attack,yanma
20959,Feint Attack,umbreon
20960,Feint Attack,murkrow
20961,Feint Attack,gligar
20962,Feint Attack,snubbull
20963,Feint Attack,sneasel
20964,Feint Attack,teddiursa
20965,Feint Attack,ursaring
20966,Feint Attack,houndour
20967,Feint Attack,houndoom
20968,Feint Attack,magby
20969,Feint Attack,nuzleaf
20970,Feint Attack,shiftry
20971,Feint Attack,slakoth
20972,Feint Attack,slaking
20973,Feint Attack,nincada
20974,Feint Attack,makuhita
20975,Feint Attack,skitty
20976,Feint Attack,sableye
20977,Feint Attack,mawile
20978,Feint Attack,spinda
20979,Feint Attack,trapinch
20980,Feint Attack,vibrava
20981,Feint Attack,flygon
20982,Feint Attack,cacnea
20983,Feint Attack,cacturne
20984,Feint Attack,kecleon
20985,Feint Attack,shuppet
20986,Feint Attack,banette
20987,Feint Attack,duskull
20988,Feint Attack,absol
20989,Feint Attack,huntail
20990,Feint Attack,glameow
20991,Feint Attack,purugly
20992,Feint Attack,bronzor
20993,Feint Attack,bronzong
20994,Feint Attack,bonsly
20995,Feint Attack,spiritomb
20996,Feint Attack,skorupi
20997,Feint Attack,croagunk
20998,Feint Attack,toxicroak
20999,Feint Attack,carnivine
21000,Feint Attack,weavile
21001,Feint Attack,magmortar
21002,Feint Attack,gliscor
21003,Feint Attack,darkrai
21004,Feint Attack,purrloin
21005,Feint Attack,dwebble
21006,Feint Attack,crustle
21007,Feint Attack,scraggy
21008,Feint Attack,scrafty
21009,Feint Attack,zorua
21010,Feint Attack,zoroark
21011,Feint Attack,gothita
21012,Feint Attack,gothorita
21013,Feint Attack,gothitelle
21014,Feint Attack,deerling
21015,Feint Attack,sawsbuck
21016,Feint Attack,karrablast
21017,Feint Attack,foongus
21018,Feint Attack,amoonguss
21019,Feint Attack,joltik
21020,Feint Attack,druddigon
21021,Feint Attack,pawniard
21022,Feint Attack,bisharp
21023,Feint Attack,vullaby
21024,Feint Attack,mandibuzz
21025,Feint Attack,heatmor
21026,Feint Attack,durant
21027,Feint Attack,greninja
21028,Feint Attack,skrelp
21029,Feint Attack,dragalge
21030,Feint Attack,phantump
21031,Feint Attack,trevenant
21032,Feint Attack,wishiwashi-solo
21033,Feint Attack,oranguru
21034,Feint Attack,mimikyu-disguised
21035,Feint Attack,pinsir-mega
21036,Feint Attack,houndoom-mega
21037,Feint Attack,mawile-mega
21038,Feint Attack,banette-mega
21039,Feint Attack,absol-mega
21040,Feint Attack,sableye-mega
21041,Feint Attack,vulpix-alola
21042,Feint Attack,diglett-alola
21043,Feint Attack,meowth-alola
21044,Feint Attack,persian-alola
21045,Feint Attack,greninja-battle-bond
21046,Feint Attack,greninja-ash
21047,Feint Attack,wishiwashi-school
21048,Feint Attack,mimikyu-busted
21049,Feint Attack,mimikyu-totem-disguised
21050,Feint Attack,mimikyu-totem-busted
21051,Fell Stinger,beedrill
21052,Fell Stinger,paras
21053,Fell Stinger,ariados
21054,Fell Stinger,qwilfish
21055,Fell Stinger,surskit
21056,Fell Stinger,cacnea
21057,Fell Stinger,kricketune
21058,Fell Stinger,vespiquen
21059,Fell Stinger,skorupi
21060,Fell Stinger,drapion
21061,Fell Stinger,leavanny
21062,Fell Stinger,escavalier
21063,Fell Stinger,genesect
21064,Fell Stinger,togedemaru
21065,Fell Stinger,buzzwole
21066,Fell Stinger,poipole
21067,Fell Stinger,naganadel
21068,Fell Stinger,sobble
21069,Fell Stinger,beedrill-mega
21070,Fell Stinger,togedemaru-totem
21071,Fiery Dance,volcarona
21072,Fiery Wrath,moltres-galar
21073,Final Gambit,rattata
21074,Final Gambit,diglett
21075,Final Gambit,mankey
21076,Final Gambit,primeape
21077,Final Gambit,farfetchd
21078,Final Gambit,shuckle
21079,Final Gambit,nincada
21080,Final Gambit,zangoose
21081,Final Gambit,seviper
21082,Final Gambit,starly
21083,Final Gambit,staravia
21084,Final Gambit,staraptor
21085,Final Gambit,riolu
21086,Final Gambit,lucario
21087,Final Gambit,victini
21088,Final Gambit,basculin-red-striped
21089,Final Gambit,shelmet
21090,Final Gambit,accelgor
21091,Final Gambit,sirfetchd
21092,Final Gambit,basculin-blue-striped
21093,Final Gambit,rattata-alola
21094,Final Gambit,diglett-alola
21095,Final Gambit,farfetchd-galar
21096,Fire Blast,charmander
21097,Fire Blast,charmeleon
21098,Fire Blast,charizard
21099,Fire Blast,nidoqueen
21100,Fire Blast,nidoking
21101,Fire Blast,clefairy
21102,Fire Blast,clefable
21103,Fire Blast,vulpix
21104,Fire Blast,ninetales
21105,Fire Blast,jigglypuff
21106,Fire Blast,wigglytuff
21107,Fire Blast,growlithe
21108,Fire Blast,arcanine
21109,Fire Blast,machop
21110,Fire Blast,machoke
21111,Fire Blast,machamp
21112,Fire Blast,geodude
21113,Fire Blast,graveler
21114,Fire Blast,golem
21115,Fire Blast,ponyta
21116,Fire Blast,rapidash
21117,Fire Blast,slowpoke
21118,Fire Blast,slowbro
21119,Fire Blast,grimer
21120,Fire Blast,muk
21121,Fire Blast,cubone
21122,Fire Blast,marowak
21123,Fire Blast,lickitung
21124,Fire Blast,koffing
21125,Fire Blast,weezing
21126,Fire Blast,rhyhorn
21127,Fire Blast,rhydon
21128,Fire Blast,chansey
21129,Fire Blast,kangaskhan
21130,Fire Blast,magmar
21131,Fire Blast,tauros
21132,Fire Blast,gyarados
21133,Fire Blast,flareon
21134,Fire Blast,aerodactyl
21135,Fire Blast,snorlax
21136,Fire Blast,moltres
21137,Fire Blast,dratini
21138,Fire Blast,dragonair
21139,Fire Blast,dragonite
21140,Fire Blast,mewtwo
21141,Fire Blast,mew
21142,Fire Blast,cyndaquil
21143,Fire Blast,quilava
21144,Fire Blast,typhlosion
21145,Fire Blast,cleffa
21146,Fire Blast,igglybuff
21147,Fire Blast,togepi
21148,Fire Blast,togetic
21149,Fire Blast,slowking
21150,Fire Blast,dunsparce
21151,Fire Blast,snubbull
21152,Fire Blast,granbull
21153,Fire Blast,slugma
21154,Fire Blast,magcargo
21155,Fire Blast,remoraid
21156,Fire Blast,octillery
21157,Fire Blast,houndour
21158,Fire Blast,houndoom
21159,Fire Blast,magby
21160,Fire Blast,blissey
21161,Fire Blast,entei
21162,Fire Blast,tyranitar
21163,Fire Blast,ho-oh
21164,Fire Blast,torchic
21165,Fire Blast,combusken
21166,Fire Blast,blaziken
21167,Fire Blast,slakoth
21168,Fire Blast,vigoroth
21169,Fire Blast,slaking
21170,Fire Blast,whismur
21171,Fire Blast,loudred
21172,Fire Blast,exploud
21173,Fire Blast,mawile
21174,Fire Blast,aggron
21175,Fire Blast,numel
21176,Fire Blast,camerupt
21177,Fire Blast,torkoal
21178,Fire Blast,flygon
21179,Fire Blast,altaria
21180,Fire Blast,zangoose
21181,Fire Blast,solrock
21182,Fire Blast,castform
21183,Fire Blast,kecleon
21184,Fire Blast,absol
21185,Fire Blast,bagon
21186,Fire Blast,shelgon
21187,Fire Blast,salamence
21188,Fire Blast,groudon
21189,Fire Blast,rayquaza
21190,Fire Blast,chimchar
21191,Fire Blast,monferno
21192,Fire Blast,infernape
21193,Fire Blast,cranidos
21194,Fire Blast,rampardos
21195,Fire Blast,shieldon
21196,Fire Blast,bastiodon
21197,Fire Blast,stunky
21198,Fire Blast,skuntank
21199,Fire Blast,happiny
21200,Fire Blast,gible
21201,Fire Blast,gabite
21202,Fire Blast,garchomp
21203,Fire Blast,munchlax
21204,Fire Blast,lickilicky
21205,Fire Blast,rhyperior
21206,Fire Blast,magmortar
21207,Fire Blast,togekiss
21208,Fire Blast,azelf
21209,Fire Blast,dialga
21210,Fire Blast,palkia
21211,Fire Blast,heatran
21212,Fire Blast,arceus
21213,Fire Blast,victini
21214,Fire Blast,tepig
21215,Fire Blast,pignite
21216,Fire Blast,emboar
21217,Fire Blast,pansear
21218,Fire Blast,simisear
21219,Fire Blast,audino
21220,Fire Blast,darumaka
21221,Fire Blast,darmanitan-standard
21222,Fire Blast,litwick
21223,Fire Blast,lampent
21224,Fire Blast,chandelure
21225,Fire Blast,heatmor
21226,Fire Blast,hydreigon
21227,Fire Blast,larvesta
21228,Fire Blast,volcarona
21229,Fire Blast,reshiram
21230,Fire Blast,fennekin
21231,Fire Blast,braixen
21232,Fire Blast,delphox
21233,Fire Blast,fletchinder
21234,Fire Blast,talonflame
21235,Fire Blast,litleo
21236,Fire Blast,pyroar
21237,Fire Blast,goodra
21238,Fire Blast,pumpkaboo-average
21239,Fire Blast,gourgeist-average
21240,Fire Blast,volcanion
21241,Fire Blast,litten
21242,Fire Blast,torracat
21243,Fire Blast,incineroar
21244,Fire Blast,salandit
21245,Fire Blast,salazzle
21246,Fire Blast,turtonator
21247,Fire Blast,drampa
21248,Fire Blast,solgaleo
21249,Fire Blast,celesteela
21250,Fire Blast,guzzlord
21251,Fire Blast,naganadel
21252,Fire Blast,blacephalon
21253,Fire Blast,scorbunny
21254,Fire Blast,raboot
21255,Fire Blast,cinderace
21256,Fire Blast,carkol
21257,Fire Blast,coalossal
21258,Fire Blast,centiskorch
21259,Fire Blast,dracozolt
21260,Fire Blast,drakloak
21261,Fire Blast,dragapult
21262,Fire Blast,castform-sunny
21263,Fire Blast,castform-rainy
21264,Fire Blast,castform-snowy
21265,Fire Blast,darmanitan-zen
21266,Fire Blast,pumpkaboo-small
21267,Fire Blast,pumpkaboo-large
21268,Fire Blast,pumpkaboo-super
21269,Fire Blast,gourgeist-small
21270,Fire Blast,gourgeist-large
21271,Fire Blast,gourgeist-super
21272,Fire Blast,charizard-mega-x
21273,Fire Blast,charizard-mega-y
21274,Fire Blast,kangaskhan-mega
21275,Fire Blast,gyarados-mega
21276,Fire Blast,aerodactyl-mega
21277,Fire Blast,mewtwo-mega-x
21278,Fire Blast,mewtwo-mega-y
21279,Fire Blast,houndoom-mega
21280,Fire Blast,tyranitar-mega
21281,Fire Blast,blaziken-mega
21282,Fire Blast,mawile-mega
21283,Fire Blast,aggron-mega
21284,Fire Blast,absol-mega
21285,Fire Blast,garchomp-mega
21286,Fire Blast,altaria-mega
21287,Fire Blast,audino-mega
21288,Fire Blast,slowbro-mega
21289,Fire Blast,groudon-primal
21290,Fire Blast,rayquaza-mega
21291,Fire Blast,camerupt-mega
21292,Fire Blast,salamence-mega
21293,Fire Blast,geodude-alola
21294,Fire Blast,graveler-alola
21295,Fire Blast,golem-alola
21296,Fire Blast,grimer-alola
21297,Fire Blast,muk-alola
21298,Fire Blast,marowak-alola
21299,Fire Blast,salazzle-totem
21300,Fire Blast,marowak-totem
21301,Fire Blast,slowpoke-galar
21302,Fire Blast,slowbro-galar
21303,Fire Blast,weezing-galar
21304,Fire Blast,slowking-galar
21305,Fire Blast,darumaka-galar
21306,Fire Blast,darmanitan-galar-standard
21307,Fire Blast,darmanitan-galar-zen
21308,Fire Fang,charmander
21309,Fire Fang,charmeleon
21310,Fire Fang,charizard
21311,Fire Fang,arbok
21312,Fire Fang,growlithe
21313,Fire Fang,arcanine
21314,Fire Fang,rhyhorn
21315,Fire Fang,rhydon
21316,Fire Fang,flareon
21317,Fire Fang,aerodactyl
21318,Fire Fang,mew
21319,Fire Fang,steelix
21320,Fire Fang,snubbull
21321,Fire Fang,granbull
21322,Fire Fang,houndour
21323,Fire Fang,houndoom
21324,Fire Fang,donphan
21325,Fire Fang,entei
21326,Fire Fang,tyranitar
21327,Fire Fang,poochyena
21328,Fire Fang,mightyena
21329,Fire Fang,exploud
21330,Fire Fang,mawile
21331,Fire Fang,electrike
21332,Fire Fang,manectric
21333,Fire Fang,bagon
21334,Fire Fang,shelgon
21335,Fire Fang,salamence
21336,Fire Fang,shinx
21337,Fire Fang,luxio
21338,Fire Fang,luxray
21339,Fire Fang,garchomp
21340,Fire Fang,hippowdon
21341,Fire Fang,drapion
21342,Fire Fang,rhyperior
21343,Fire Fang,gliscor
21344,Fire Fang,heatran
